Year,Month,Year_Month,Geographic Location,Location,Latitude,Longitude,Drought / No Drought
2020,November,2020-11,Bemboka,Bemboka,-36.6281,149.5696,0
2020,December,2020-12,Bemboka,Bemboka,-36.6281,149.5696,0
2021,January,2021-01,Bemboka,Bemboka,-36.6281,149.5696,0
2021,February,2021-02,Bemboka,Bemboka,-36.6281,149.5696,0
2021,March,2021-03,Bemboka,Bemboka,-36.6281,149.5696,0
2021,April,2021-04,Bemboka,Bemboka,-36.6281,149.5696,0
2020,May,2020-05,Brogo,Brogo,-36.5454,149.8072,0
2020,June,2020-06,Brogo,Brogo,-36.5454,149.8072,0
2020,July,2020-07,Brogo,Brogo,-36.5454,149.8072,0
2020,August,2020-08,Brogo,Brogo,-36.5454,149.8072,0
2020,September,2020-09,Brogo,Brogo,-36.5454,149.8072,0
2020,October,2020-10,Brogo,Brogo,-36.5454,149.8072,0
2020,November,2020-11,Brogo,Brogo,-36.5454,149.8072,0
2020,December,2020-12,Brogo,Brogo,-36.5454,149.8072,0
2021,January,2021-01,Brogo,Brogo,-36.5454,149.8072,0
2021,February,2021-02,Brogo,Brogo,-36.5454,149.8072,0
2021,March,2021-03,Brogo,Brogo,-36.5454,149.8072,0
2021,April,2021-04,Brogo,Brogo,-36.5454,149.8072,0
2020,May,2020-05,Bermagui,Bermagui,-36.4167,150.0667,0
2020,June,2020-06,Bermagui,Bermagui,-36.4167,150.0667,0
2020,July,2020-07,Bermagui,Bermagui,-36.4167,150.0667,0
2020,August,2020-08,Bermagui,Bermagui,-36.4167,150.0667,0
2020,September,2020-09,Bermagui,Bermagui,-36.4167,150.0667,0
2020,October,2020-10,Bermagui,Bermagui,-36.4167,150.0667,0
2020,November,2020-11,Bermagui,Bermagui,-36.4167,150.0667,0
2020,December,2020-12,Bermagui,Bermagui,-36.4167,150.0667,0
2021,January,2021-01,Bermagui,Bermagui,-36.4167,150.0667,0
2021,February,2021-02,Bermagui,Bermagui,-36.4167,150.0667,0
2021,March,2021-03,Bermagui,Bermagui,-36.4167,150.0667,0
2021,April,2021-04,Bermagui,Bermagui,-36.4167,150.0667,0
2020,May,2020-05,Bega,Bega,-36.6742,149.8429,0
2020,June,2020-06,Bega,Bega,-36.6742,149.8429,0
2020,July,2020-07,Bega,Bega,-36.6742,149.8429,0
2020,August,2020-08,Bega,Bega,-36.6742,149.8429,0
2020,September,2020-09,Bega,Bega,-36.6742,149.8429,0
2020,October,2020-10,Bega,Bega,-36.6742,149.8429,0
2020,November,2020-11,Bega,Bega,-36.6742,149.8429,0
2020,December,2020-12,Bega,Bega,-36.6742,149.8429,0
2021,January,2021-01,Bega,Bega,-36.6742,149.8429,0
2021,February,2021-02,Bega,Bega,-36.6742,149.8429,0
2021,March,2021-03,Bega,Bega,-36.6742,149.8429,0
2021,April,2021-04,Bega,Bega,-36.6742,149.8429,0
2020,May,2020-05,Casino,Casino,-28.8667,153.05,0
2020,June,2020-06,Casino,Casino,-28.8667,153.05,0
2020,July,2020-07,Casino,Casino,-28.8667,153.05,0
2020,August,2020-08,Casino,Casino,-28.8667,153.05,0
2020,September,2020-09,Casino,Casino,-28.8667,153.05,0
2020,October,2020-10,Casino,Casino,-28.8667,153.05,0
2020,November,2020-11,Casino,Casino,-28.8667,153.05,0
2020,December,2020-12,Casino,Casino,-28.8667,153.05,0
2021,January,2021-01,Casino,Casino,-28.8667,153.05,0
2021,February,2021-02,Casino,Casino,-28.8667,153.05,0
2021,March,2021-03,Casino,Casino,-28.8667,153.05,0
2021,April,2021-04,Casino,Casino,-28.8667,153.05,0
2020,May,2020-05,Bonalbo,Bonalbo,-28.7372,152.622,0
2020,June,2020-06,Bonalbo,Bonalbo,-28.7372,152.622,0
2020,July,2020-07,Bonalbo,Bonalbo,-28.7372,152.622,0
2020,August,2020-08,Bonalbo,Bonalbo,-28.7372,152.622,0
2020,September,2020-09,Bonalbo,Bonalbo,-28.7372,152.622,0
2020,October,2020-10,Bonalbo,Bonalbo,-28.7372,152.622,0
2020,November,2020-11,Bonalbo,Bonalbo,-28.7372,152.622,0
2020,December,2020-12,Bonalbo,Bonalbo,-28.7372,152.622,0
2021,January,2021-01,Bonalbo,Bonalbo,-28.7372,152.622,0
2021,February,2021-02,Bonalbo,Bonalbo,-28.7372,152.622,0
2021,March,2021-03,Bonalbo,Bonalbo,-28.7372,152.622,0
2021,April,2021-04,Bonalbo,Bonalbo,-28.7372,152.622,0
2020,March,2020-03,Scone,Scone,-32.0833,150.85,0
2020,November,2020-11,Scone,Scone,-32.0833,150.85,0
2020,December,2020-12,Scone,Scone,-32.0833,150.85,0
2021,January,2021-01,Scone,Scone,-32.0833,150.85,0
2021,February,2021-02,Scone,Scone,-32.0833,150.85,0
2021,March,2021-03,Scone,Scone,-32.0833,150.85,0
2021,April,2021-04,Scone,Scone,-32.0833,150.85,0
2020,March,2020-03,Murrurundi,Murrurundi,-31.75,150.8333,0
2020,November,2020-11,Murrurundi,Murrurundi,-31.75,150.8333,0
2020,December,2020-12,Murrurundi,Murrurundi,-31.75,150.8333,0
2021,January,2021-01,Murrurundi,Murrurundi,-31.75,150.8333,0
2021,February,2021-02,Murrurundi,Murrurundi,-31.75,150.8333,0
2021,March,2021-03,Murrurundi,Murrurundi,-31.75,150.8333,0
2021,April,2021-04,Murrurundi,Murrurundi,-31.75,150.8333,0
2020,March,2020-03,Singleton,Singleton,-32.5611,151.1746,0
2020,November,2020-11,Singleton,Singleton,-32.5611,151.1746,0
2020,December,2020-12,Singleton,Singleton,-32.5611,151.1746,0
2021,January,2021-01,Singleton,Singleton,-32.5611,151.1746,0
2021,February,2021-02,Singleton,Singleton,-32.5611,151.1746,0
2021,March,2021-03,Singleton,Singleton,-32.5611,151.1746,0
2021,April,2021-04,Singleton,Singleton,-32.5611,151.1746,0
2002,July,2002-07,Dubbo,Dubbo,-32.2569,148.6011,1
2002,July,2002-07,Bourke,Bourke,-30.1,145.9333,1
2012,March,2012-03,Wagga Wagga,Wagga Wagga,-35.1189,147.3689,0
2013,February,2013-02,Smithtown,Smithtown,-31,152.9333,0
2012,March,2012-03,Hay,Hay,-34.5041,144.8442,0
2013,March,2013-03,Tocal,Tocal,-32.633,151.5925,0
2013,January,2013-01,Grafton,Grafton,-29.6833,152.9333,0
2013,June,2013-06,Nowra,Nowra,-34.8746,150.6025,0
2013,June,2013-06,Ulladulla,Ulladulla,-35.3486,150.4678,0
2013,June,2013-06,Goulburn,Goulburn,-34.7547,149.6186,0
2013,March,2013-03,Port Macquarie,Port Macquarie,-31.4307,152.9063,0
2013,January,2013-01,Boggabilla,Boggabilla,-28.603,150.3587,0
2013,March,2013-03,Taree,Taree,-31.9112,152.4602,0
2013,March,2013-03,Smithtown,Smithtown,-31,152.9333,0
2013,March,2013-03,Raymond Terrace,Raymond Terrace,-32.7623,151.7436,0
2014,June,2014-06,Walgett,Walgett,-30.0167,148.1167,1
2014,June,2014-06,Coonamble,Coonamble,-30.95,148.4,1
2014,May,2014-05,Coonamble,Coonamble,-30.95,148.4,1
2014,June,2014-06,Coonabarabran,Coonabarabran,-31.25,149.2667,1
2014,May,2014-05,Coonabarabran,Coonabarabran,-31.25,149.2667,1
2014,June,2014-06,Narrabri,Narrabri,-30.3167,149.7667,1
2014,May,2014-05,Narrabri,Narrabri,-30.3167,149.7667,1
2014,June,2014-06,Tamworth,Tamworth,-31.083,150.917,1
2014,May,2014-05,Tamworth,Tamworth,-31.083,150.917,1
2019,March,2019-03,Bogan Shire,Bogan,-31.567,147.2,1
2019,March,2019-03,Coonamble,Coonamble,-30.95,148.4,1
2019,March,2019-03,Gilgandra,Gilgandra,-31.7,148.6667,1
2019,March,2019-03,Warren,Warren,-31.7,147.833,1
2020,June,2020-06,Tamworth,Tamworth,-31.083,150.917,1
2020,May,2020-05,Tamworth,Tamworth,-31.083,150.917,1
2020,May,2020-05,Wellington,Wellington,-41.2851,174.776,1
2020,June,2020-06,Nyngan,Nyngan,-31.563,147.1962,1
2020,April,2020-04,Wellington,Wellington,-41.2851,174.776,1
2020,April,2020-04,Nyngan,Nyngan,-31.563,147.1962,1
2020,April,2020-04,Cobargo,Cobargo,-36.3667,149.9,0
2020,April,2020-04,Bega,Bega,-36.6742,149.8429,0
2020,March,2020-03,Tamworth,Tamworth,-31.083,150.917,1
2020,March,2020-03,Narrabri,Narrabri,-30.3167,149.7667,1
2020,March,2020-03,Wellington,Wellington,-41.2851,174.776,1
2020,March,2020-03,Cobargo,Cobargo,-36.3667,149.9,0
2020,March,2020-03,Bega,Bega,-36.6742,149.8429,0
2021,January,2021-01,Narrabri,Narrabri,-30.3167,149.7667,0
2020,January,2020-01,Casino,Casino,-28.8667,153.05,1
2020,February,2020-02,Casino,Casino,-28.8667,153.05,0
2020,March,2020-03,Casino,Casino,-28.8667,153.05,0
2020,April,2020-04,Casino,Casino,-28.8667,153.05,0
2020,May,2020-05,Casino,Casino,-28.8667,153.05,0
2020,November,2020-11,Dungog,Dungog,-32.3983,151.7525,0
2021,February,2021-02,Dungog,Dungog,-32.3983,151.7525,0
2021,March,2021-03,Dungog,Dungog,-32.3983,151.7525,0
2019,November,2019-11,Inglewood,Inglewood,-28.4167,151.0833,1
2019,December,2019-12,Inglewood,Inglewood,-28.4167,151.0833,1
2020,January,2020-01,Inglewood,Inglewood,-28.4167,151.0833,1
2020,February,2020-02,Inglewood,Inglewood,-28.4167,151.0833,1
2021,April,2021-04,Inglewood,Inglewood,-28.4167,151.0833,0
2021,May,2021-05,Inglewood,Inglewood,-28.4167,151.0833,0
2020,September,2020-09,City of Wagga Wagga,Wagga Wagga,-35.133,147.367,0
2020,October,2020-10,City of Wagga Wagga,Wagga Wagga,-35.133,147.367,0
2020,November,2020-11,City of Wagga Wagga,Wagga Wagga,-35.133,147.367,0
2020,December,2020-12,City of Wagga Wagga,Wagga Wagga,-35.133,147.367,0
2021,January,2021-01,City of Wagga Wagga,Wagga Wagga,-35.133,147.367,0
2021,February,2021-02,City of Wagga Wagga,Wagga Wagga,-35.133,147.367,0
2021,March,2021-03,City of Wagga Wagga,Wagga Wagga,-35.133,147.367,0
