,Rainfall
2000-01-31,1.203125
2000-02-29,123.703125
2000-03-31,24.5
2000-04-30,33.1015625
2000-05-31,31.1015625
2000-06-30,6.1015625
2000-07-31,7.5
2000-08-31,11.5
2000-09-30,2.1015625
2000-10-31,22.6015625
2000-11-30,13.796875
2000-12-31,4.0
2001-01-31,19.0
2001-02-28,2.5
2001-03-31,11.6015625
2001-04-30,1.6015625
2001-05-31,0.5
2001-06-30,81.5
2001-07-31,8.296875
2001-08-31,1.1015625
2001-09-30,1.3984375
2001-10-31,26.703125
2001-11-30,0.5
2001-12-31,13.296875
2002-01-31,5.0
2002-02-28,14.703125
2002-03-31,0.0
2002-04-30,12.203125
2002-05-31,12.203125
2002-06-30,0.203125
2002-07-31,0.1015625
2002-08-31,0.0
2002-09-30,5.796875
2002-10-31,0.0
2002-11-30,1.1015625
2002-12-31,6.796875
2003-01-31,0.796875
2003-02-28,36.703125
2003-03-31,0.0
2003-04-30,60.203125
2003-05-31,13.5
2003-06-30,35.3984375
2003-07-31,4.1015625
2003-08-31,20.5
2003-09-30,0.0
2003-10-31,4.6015625
2003-11-30,10.6015625
2003-12-31,12.796875
2004-01-31,1.703125
2004-02-29,14.796875
2004-03-31,1.0
2004-04-30,4.296875
2004-05-31,47.296875
2004-06-30,25.203125
2004-07-31,6.703125
2004-08-31,14.1015625
2004-09-30,10.1015625
2004-10-31,3.1015625
2004-11-30,14.8984375
2004-12-31,0.0
2005-01-31,13.0
2005-02-28,0.0
2005-03-31,1.203125
2005-04-30,1.796875
2005-05-31,5.0
2005-06-30,76.8984375
2005-07-31,16.296875
2005-08-31,2.296875
2005-09-30,21.8984375
2005-10-31,5.5
2005-11-30,4.0
2005-12-31,0.0
2006-01-31,7.703125
2006-02-28,1.703125
2006-03-31,1.3984375
2006-04-30,2.796875
2006-05-31,0.1015625
2006-06-30,35.296875
2006-07-31,41.6015625
2006-08-31,0.0
2006-09-30,0.0
2006-10-31,7.0
2006-11-30,0.296875
2006-12-31,24.796875
2007-01-31,89.796875
2007-02-28,1.0
2007-03-31,22.296875
2007-04-30,40.296875
2007-05-31,114.796875
2007-06-30,1.1015625
2007-07-31,0.0
2007-08-31,4.6015625
2007-09-30,0.1015625
2007-10-31,9.296875
2007-11-30,4.703125
2007-12-31,11.796875
2008-01-31,11.1015625
2008-02-29,9.3984375
2008-03-31,5.5
2008-04-30,0.0
2008-05-31,0.6015625
2008-06-30,52.296875
2008-07-31,0.203125
2008-08-31,2.8984375
2008-09-30,8.203125
2008-10-31,0.3984375
2008-11-30,73.8984375
2008-12-31,20.0
2009-01-31,15.796875
2009-02-28,0.296875
2009-03-31,0.296875
2009-04-30,5.3984375
2009-05-31,7.3984375
2009-06-30,13.3984375
2009-07-31,1.8984375
2009-08-31,0.3984375
2009-09-30,9.0
2009-10-31,0.203125
2009-11-30,34.296875
2009-12-31,42.796875
2010-01-31,8.3984375
2010-02-28,134.296875
2010-03-31,34.796875
2010-04-30,8.0
2010-05-31,5.3984375
2010-06-30,1.203125
2010-07-31,48.203125
