,Location,Year_Month,Deep_Drainage,E_Actual,PET_Actual,Qtot,Rainfall,Soil_M_root_zone,P_acc_3M,ENSO,IOD,SAMI,Probability_of_Drought,Longitude,Latitude
176,Cobar,2014-09,2.126953125,29.265625,131.125,0.171875,14.796875,0.1015625,52.1953125,0.29,-0.039,-1.62,0.6,145.8383,-31.498
177,Cobar,2014-10,2.111328125,22.25,201.703125,0.0625,0.3984375,0.056640625,51.796875,0.44,0.3,1.32,0.55,145.8383,-31.498
178,Cobar,2014-11,1.9306640625,19.578125,236.171875,0.0703125,4.296875,0.025390625,19.4921875,0.75,0.133,0.35,0.95,145.8383,-31.498
179,Cobar,2014-12,1.9140625,20.828125,243.515625,0.2109375,24.6015625,0.0556640625,29.296875,0.71,0.116,2.45,0.65,145.8383,-31.498
180,Cobar,2015-01,1.908203125,42.375,219.8203125,0.5078125,59.203125,0.1435546875,88.1015625,0.51,-0.034,1.35,0.6,145.8383,-31.498
181,Cobar,2015-02,1.73828125,44.765625,210.0234375,0.140625,19.5,0.072265625,103.3046875,0.42,-0.265,4.92,0.35,145.8383,-31.498
182,Cobar,2015-03,1.875,11.9296875,192.5625,0.03125,0.1015625,0.01171875,78.8046875,0.47,-0.141,0.88,0.7,145.8383,-31.498
183,Cobar,2015-04,1.7626953125,7.1328125,109.40625,0.1328125,22.0,0.033203125,41.6015625,0.7,0.067,2.03,0.9,145.8383,-31.498
184,Cobar,2015-05,1.7841796875,15.03125,78.34375,0.328125,62.703125,0.0888671875,84.8046875,0.92,0.32,0.41,0.95,145.8383,-31.498
185,Cobar,2015-06,1.8271484375,21.953125,50.78125,0.4765625,54.203125,0.2744140625,138.90625,1.18,0.41,2.41,0.9,145.8383,-31.498
186,Cobar,2015-07,2.173828125,28.6875,56.546875,0.2578125,31.703125,0.298828125,148.609375,1.46,0.322,2.0,0.65,145.8383,-31.498
187,Cobar,2015-08,2.3623046875,44.0625,81.765625,0.21875,24.1015625,0.19921875,110.0078125,1.93,0.68,1.86,0.75,145.8383,-31.498
188,Cobar,2015-09,2.2900390625,27.640625,127.3046875,0.0859375,4.296875,0.109375,60.1015625,2.21,0.4,1.91,0.75,145.8383,-31.498
189,Cobar,2015-10,2.2900390625,20.875,198.9609375,0.140625,15.8984375,0.0703125,44.296875,2.36,0.642,-0.66,0.7,145.8383,-31.498
190,Cobar,2015-11,2.177734375,39.5625,222.6328125,0.46875,52.8984375,0.1748046875,73.09375,2.72,0.47,1.46,0.75,145.8383,-31.498
191,Cobar,2015-12,2.2060546875,38.546875,242.3984375,0.1640625,20.5,0.09375,89.296875,2.66,0.341,0.72,0.65,145.8383,-31.498
192,Cobar,2016-01,2.115234375,29.8359375,229.296875,0.234375,35.1015625,0.0693359375,108.5,2.57,0.331,3.13,0.45,145.8383,-31.498
193,Cobar,2016-02,1.923828125,34.4765625,226.6953125,0.0703125,3.6015625,0.0830078125,59.203125,2.26,-0.03,1.35,0.8,145.8383,-31.498
194,Cobar,2016-03,1.998046875,20.5390625,171.7578125,0.1796875,29.3984375,0.0615234375,68.1015625,1.62,0.091,4.36,0.5,145.8383,-31.498
195,Cobar,2016-04,1.8916015625,21.015625,131.2265625,0.1015625,26.0,0.037109375,59.0,0.91,0.222,1.06,0.75,145.8383,-31.498
196,Cobar,2016-05,1.947265625,26.1796875,75.5390625,0.5,54.6015625,0.1650390625,110.0,0.3,-0.034,-0.92,0.65,145.8383,-31.498
197,Cobar,2016-06,2.1337890625,22.90625,47.1171875,1.03125,123.6015625,0.3935546875,204.203125,-0.03,-0.329,3.66,0.3,145.8383,-31.498
198,Cobar,2016-07,3.01953125,32.21875,58.90625,0.3515625,31.796875,0.416015625,210.0,-0.48,-0.661,0.81,0.05,145.8383,-31.498
199,Cobar,2016-08,3.619140625,47.8828125,78.3046875,0.4609375,59.796875,0.322265625,215.1953125,-0.58,-0.332,-1.28,0.05,145.8383,-31.498
200,Cobar,2016-09,4.08984375,62.1484375,101.8203125,1.2109375,97.203125,0.416015625,188.796875,-0.58,-0.331,2.46,0.0,145.8383,-31.498
201,Cobar,2016-10,4.76953125,69.3125,173.7421875,0.3203125,22.0,0.2255859375,179.0,-0.74,-0.212,-0.89,0.0,145.8383,-31.498
202,Cobar,2016-11,4.5322265625,35.34375,220.625,0.2890625,18.0,0.1298828125,137.203125,-0.76,-0.259,-3.12,0.15,145.8383,-31.498
203,Cobar,2016-12,4.388671875,37.1875,243.546875,0.5,39.203125,0.130859375,79.203125,-0.5,-0.241,-1.52,0.1,145.8383,-31.498
204,Cobar,2017-01,4.07421875,44.390625,251.1484375,0.421875,33.0,0.1181640625,90.203125,-0.43,-0.02,-1.12,0.4,145.8383,-31.498
205,Cobar,2017-02,3.400390625,34.2578125,220.9296875,0.1015625,2.203125,0.0888671875,74.40625,-0.08,0.181,-1.09,0.45,145.8383,-31.498
206,Cobar,2017-03,3.5107421875,25.5546875,181.1640625,0.4375,35.0,0.0888671875,70.203125,0.03,0.457,-1.56,0.4,145.8383,-31.498
207,Cobar,2017-04,3.24609375,24.1484375,112.7578125,0.203125,13.703125,0.0986328125,50.90625,0.22,0.574,1.65,0.55,145.8383,-31.498
208,Cobar,2017-05,3.21875,23.3046875,78.8671875,0.4609375,31.296875,0.09765625,80.0,0.37,0.616,1.82,0.35,145.8383,-31.498
209,Cobar,2017-06,3.0244140625,23.703125,56.1484375,0.140625,5.8984375,0.09375,50.8984375,0.34,0.537,1.98,0.55,145.8383,-31.498
210,Cobar,2017-07,3.0087890625,11.453125,67.984375,0.1484375,7.1015625,0.0517578125,44.296875,0.25,0.617,0.16,0.75,145.8383,-31.498
211,Cobar,2017-08,2.8916015625,15.640625,92.7265625,0.2734375,10.1015625,0.072265625,23.1015625,-0.16,0.461,0.31,0.2,145.8383,-31.498
212,Cobar,2017-09,2.6806640625,15.625,136.7421875,0.109375,2.1015625,0.0361328125,19.3046875,-0.43,0.14,0.42,0.3,145.8383,-31.498
213,Cobar,2017-10,2.6513671875,23.0078125,179.6171875,0.8046875,49.796875,0.08203125,62.0,-0.56,0.175,-0.64,0.3,145.8383,-31.498
214,Cobar,2017-11,2.5283203125,46.828125,212.9765625,0.4375,28.296875,0.115234375,80.1953125,-0.97,0.412,3.18,0.05,145.8383,-31.498
215,Cobar,2017-12,2.5830078125,51.96875,239.2578125,0.5390625,35.796875,0.0927734375,113.890625,-0.98,0.179,1.44,0.0,145.8383,-31.498
216,Cobar,2018-01,2.505859375,24.90625,257.125,0.1875,8.703125,0.025390625,72.796875,-0.98,-0.135,2.72,0.45,145.8383,-31.498
217,Cobar,2018-02,2.189453125,7.8125,197.2578125,0.0703125,0.8984375,0.005859375,45.3984375,-0.78,0.295,1.02,0.05,145.8383,-31.498
218,Cobar,2018-03,2.345703125,4.5625,187.875,0.0546875,0.3984375,0.0009765625,10.0,-0.8,-0.02,-0.03,0.75,145.8383,-31.498
219,Cobar,2018-04,2.1953125,3.5625,134.015625,0.0703125,2.3984375,0.00390625,3.6953125,-0.51,-0.008,-1.66,0.65,145.8383,-31.498
220,Cobar,2018-05,2.1953125,2.609375,85.859375,0.0625,1.3984375,0.005859375,4.1953125,-0.2,0.202,0.01,0.3,145.8383,-31.498
221,Cobar,2018-06,2.0576171875,3.3125,56.65625,0.15625,14.3984375,0.0146484375,18.1953125,0.04,0.269,-1.57,0.7,145.8383,-31.498
222,Cobar,2018-07,2.064453125,10.046875,68.421875,0.078125,0.203125,0.0390625,16.0,0.12,0.15,0.55,0.75,145.8383,-31.498
223,Cobar,2018-08,2.001953125,6.484375,96.0,0.1328125,9.1015625,0.017578125,23.703125,0.09,0.234,-0.78,0.9,145.8383,-31.498
224,Cobar,2018-09,1.8798828125,10.59375,130.9140625,0.078125,1.8984375,0.02734375,11.203125,0.47,0.71,1.83,0.8,145.8383,-31.498
225,Cobar,2018-10,1.8955078125,21.8203125,180.65625,0.3984375,36.8984375,0.0810546875,47.8984375,0.9,0.844,2.76,0.55,145.8383,-31.498
226,Cobar,2018-11,1.814453125,37.140625,198.3671875,0.4921875,57.796875,0.1201171875,96.59375,0.9,0.623,2.84,0.35,145.8383,-31.498
227,Cobar,2018-12,1.85546875,39.84375,268.8671875,0.1484375,7.3984375,0.0888671875,102.09375,0.89,0.379,1.44,0.7,145.8383,-31.498
228,Cobar,2019-01,1.8037109375,25.9140625,280.1875,0.1328125,15.6015625,0.041015625,80.796875,0.65,0.452,2.79,0.8,145.8383,-31.498
229,Cobar,2019-02,1.6005859375,22.6015625,211.2890625,0.265625,39.1015625,0.107421875,62.1015625,0.71,0.496,-1.87,0.9,145.8383,-31.498
230,Cobar,2019-03,1.751953125,25.3046875,175.3125,0.109375,21.703125,0.052734375,76.40625,0.81,0.325,1.47,0.95,145.8383,-31.498
231,Cobar,2019-04,1.6630859375,22.3828125,120.90625,0.421875,50.296875,0.1005859375,111.1015625,0.62,0.333,0.86,0.8,145.8383,-31.498
232,Cobar,2019-05,1.78125,32.8125,80.0703125,0.125,16.796875,0.177734375,88.796875,0.55,0.619,-0.11,0.6,145.8383,-31.498
233,Cobar,2019-06,1.716796875,18.0859375,59.4765625,0.0546875,9.5,0.072265625,76.59375,0.45,0.719,2.21,0.65,145.8383,-31.498
234,Cobar,2019-07,1.7294921875,16.0546875,66.25,0.125,11.0,0.0732421875,37.296875,0.35,0.693,-2.2,0.9,145.8383,-31.498
235,Cobar,2019-08,1.68359375,8.546875,92.375,0.0546875,2.6015625,0.0439453125,23.1015625,0.04,0.548,-2.04,0.9,145.8383,-31.498
236,Cobar,2019-09,1.58203125,8.6875,134.21875,0.0390625,1.296875,0.02734375,14.8984375,0.03,0.999,0.81,0.5,145.8383,-31.498
237,Cobar,2019-10,1.5849609375,9.609375,183.703125,0.0390625,1.1015625,0.0107421875,5.0,0.48,1.123,-1.97,0.85,145.8383,-31.498
238,Cobar,2019-11,1.525390625,29.828125,218.9453125,0.3671875,46.0,0.123046875,48.3984375,0.52,0.958,-4.42,0.75,145.8383,-31.498
239,Cobar,2019-12,1.5615234375,21.828125,277.9375,0.03125,0.5,0.02734375,47.6015625,0.52,0.312,-1.78,0.8,145.8383,-31.498
240,Cobar,2020-01,1.51953125,8.1640625,269.0,0.03125,5.1015625,0.0068359375,51.6015625,0.6,0.238,0.57,0.75,145.8383,-31.498
241,Cobar,2020-02,1.4228515625,29.296875,190.53125,0.484375,94.203125,0.1689453125,99.8046875,0.37,0.134,-0.36,0.85,145.8383,-31.498
242,Cobar,2020-03,1.6650390625,61.140625,156.2578125,0.234375,54.3984375,0.2265625,153.703125,0.48,0.119,2.05,0.8,145.8383,-31.498
243,Cobar,2020-04,1.8017578125,50.453125,101.453125,0.5,102.6015625,0.30859375,251.203125,0.36,0.064,-1.72,1.0,145.8383,-31.498
244,Cobar,2020-05,2.0771484375,39.8984375,76.03125,0.1640625,6.0,0.224609375,163.0,-0.27,0.378,1.03,0.15,145.8383,-31.498
245,Cobar,2020-06,2.0849609375,20.3828125,54.5625,0.1171875,20.3984375,0.1298828125,129.0,-0.34,0.568,1.18,0.05,145.8383,-31.498
246,Cobar,2020-07,2.193359375,14.71875,61.7578125,0.1171875,19.1015625,0.1083984375,45.5,-0.3,0.417,-0.97,0.25,145.8383,-31.498
247,Cobar,2020-08,2.2705078125,27.6015625,83.703125,0.328125,47.6015625,0.1962890625,87.1015625,-0.59,-0.07,-2.2,0.1,145.8383,-31.498
248,Cobar,2020-09,2.291015625,34.3984375,132.7109375,0.21875,29.1015625,0.14453125,95.8046875,-0.83,-0.084,-0.25,0.05,145.8383,-31.498
249,Cobar,2020-10,2.3544921875,24.796875,175.59375,0.0859375,10.5,0.1044921875,87.203125,-1.26,0.233,1.79,0.0,145.8383,-31.498
250,Cobar,2020-11,2.162109375,22.359375,230.5625,0.0625,4.296875,0.076171875,43.8984375,-1.42,0.143,1.14,0.05,145.8383,-31.498
251,Cobar,2020-12,2.0517578125,23.703125,239.7421875,0.1875,31.6015625,0.0966796875,46.3984375,-1.15,0.1,2.28,0.0,145.8383,-31.498
252,Cobar,2021-01,2.017578125,54.671875,242.2109375,0.421875,67.796875,0.2119140625,103.6953125,-1.0,0.116,1.95,0.0,145.8383,-31.498
253,Cobar,2021-02,1.91796875,65.8671875,190.40625,0.7421875,84.296875,0.2880859375,183.6953125,-1.0,0.323,2.19,0.0,145.8383,-31.498
254,Cobar,2021-03,2.2353515625,47.1953125,155.671875,0.625,69.796875,0.2001953125,221.890625,-0.8,0.367,-0.95,0.0,145.8383,-31.498
255,Cobar,2021-04,2.283203125,41.9609375,110.0859375,0.0546875,0.203125,0.162109375,154.296875,-0.72,0.325,0.87,0.0,145.8383,-31.498
256,Cobar,2021-05,2.361328125,17.5078125,78.8125,0.1171875,15.6015625,0.111328125,85.6015625,-0.46,0.089,0.75,0.05,145.8383,-31.498
257,Cobar,2021-06,2.302734375,15.9296875,53.5703125,0.3359375,50.796875,0.162109375,66.6015625,-0.28,0.112,1.88,0.15,145.8383,-31.498
258,Cobar,2021-07,2.5390625,29.4921875,63.7890625,0.2734375,32.8984375,0.216796875,99.296875,-0.39,-0.132,-1.06,0.2,145.8383,-31.498
259,Cobar,2021-08,2.64453125,31.0859375,87.2890625,0.1171875,8.296875,0.1337890625,91.9921875,-0.53,0.014,0.73,0.25,145.8383,-31.498
260,Cobar,2021-09,2.4931640625,19.671875,128.328125,0.1953125,25.203125,0.0908203125,66.3984375,-0.55,0.048,1.68,0.15,145.8383,-31.498
261,Cobar,2021-10,2.453125,29.53125,166.5546875,0.21875,14.0,0.1123046875,47.5,-0.94,0.068,0.8,0.2,145.8383,-31.498
262,Cobar,2021-11,2.29296875,44.515625,162.296875,1.0078125,107.6015625,0.2333984375,146.8046875,-0.94,0.192,2.69,0.0,145.8383,-31.498
263,Cobar,2021-12,2.462890625,79.078125,236.28125,0.296875,28.6015625,0.2021484375,150.203125,-1.06,-0.05,2.74,0.1,145.8383,-31.498
264,Walgett,2000-01,0.3427734375,54.71875,246.1328125,0.09375,29.796875,0.07421875,89.390625,-1.77,-0.06,3.59,0.25,148.1167,-30.0167
265,Walgett,2000-02,0.3193359375,27.84375,201.7421875,0.0703125,40.796875,0.05859375,100.390625,-1.55,0.071,2.32,0.05,148.1167,-30.0167
266,Walgett,2000-03,0.341796875,65.171875,152.8671875,1.3125,106.296875,0.283203125,176.890625,-0.98,0.24,0.74,0.0,148.1167,-30.0167
267,Walgett,2000-04,0.33203125,70.5625,115.59375,0.1953125,40.703125,0.201171875,187.796875,-0.87,0.217,0.97,0.0,148.1167,-30.0167
268,Walgett,2000-05,0.341796875,49.5234375,81.90625,0.0703125,48.296875,0.1689453125,195.296875,-0.86,0.192,1.9,0.1,148.1167,-30.0167
269,Walgett,2000-06,0.330078125,20.5546875,62.734375,0.0234375,19.203125,0.109375,108.203125,-0.79,0.091,-0.31,0.1,148.1167,-30.0167
270,Walgett,2000-07,0.33984375,25.6484375,71.4609375,0.0078125,21.8984375,0.1162109375,89.3984375,-0.67,0.174,0.52,0.25,148.1167,-30.0167
271,Walgett,2000-08,0.3388671875,16.3125,97.828125,0.0,8.3984375,0.0849609375,49.5,-0.49,0.243,-1.22,0.2,148.1167,-30.0167
272,Walgett,2000-09,0.326171875,11.375,152.46875,0.0,1.0,0.048828125,31.296875,-0.52,0.01,-3.2,0.65,148.1167,-30.0167
273,Walgett,2000-10,0.3359375,23.921875,161.9140625,0.09375,72.296875,0.083984375,81.6953125,-0.7,0.017,1.21,0.35,148.1167,-30.0167
274,Walgett,2000-11,0.3271484375,85.6875,170.8828125,1.96875,191.296875,0.4833984375,264.59375,-0.79,-0.183,-1.32,0.15,148.1167,-30.0167
275,Walgett,2000-12,0.34765625,127.875,242.765625,0.0078125,4.796875,0.3984375,268.390625,-0.92,-0.178,-2.05,0.05,148.1167,-30.0167
276,Walgett,2001-01,0.34765625,40.1953125,259.984375,0.078125,47.703125,0.0712890625,243.796875,-0.73,-0.366,1.43,0.2,148.1167,-30.0167
277,Walgett,2001-02,0.3134765625,45.3203125,214.390625,0.15625,15.296875,0.115234375,67.796875,-0.63,0.063,-2.7,0.3,148.1167,-30.0167
278,Walgett,2001-03,0.345703125,31.90625,182.5,0.03125,38.796875,0.0517578125,101.796875,-0.48,0.09,-0.57,0.15,148.1167,-30.0167
279,Walgett,2001-04,0.3330078125,18.375,130.171875,0.03125,23.796875,0.037109375,77.890625,-0.49,0.212,3.49,0.1,148.1167,-30.0167
280,Walgett,2001-05,0.3427734375,20.9375,89.1484375,0.0546875,9.203125,0.076171875,71.796875,-0.34,0.217,-1.75,0.4,148.1167,-30.0167
281,Walgett,2001-06,0.3310546875,26.65625,65.7734375,0.0703125,26.0,0.0830078125,59.0,-0.19,0.241,-0.02,0.35,148.1167,-30.0167
282,Walgett,2001-07,0.3408203125,19.8984375,66.8984375,0.3125,70.5,0.0859375,105.703125,-0.04,-0.043,0.2,0.7,148.1167,-30.0167
283,Walgett,2001-08,0.3408203125,42.7421875,99.921875,0.0234375,3.8984375,0.1806640625,100.3984375,-0.05,-0.189,-0.15,0.45,148.1167,-30.0167
284,Walgett,2001-09,0.3291015625,20.59375,137.78125,0.0,4.203125,0.05859375,78.6015625,-0.2,-0.117,1.46,0.3,148.1167,-30.0167
285,Walgett,2001-10,0.3388671875,18.6015625,180.3359375,0.0078125,18.1015625,0.0390625,26.203125,-0.14,-0.291,1.36,0.45,148.1167,-30.0167
286,Walgett,2001-11,0.326171875,44.234375,189.96875,0.2734375,65.6015625,0.1103515625,87.90625,-0.37,-0.122,2.54,0.1,148.1167,-30.0167
287,Walgett,2001-12,0.3369140625,33.8125,240.6796875,0.0,6.6015625,0.04296875,90.3046875,-0.41,0.019,1.16,0.5,148.1167,-30.0167
288,Walgett,2002-01,0.3349609375,7.5234375,262.4921875,0.0,5.796875,0.0068359375,78.0,-0.15,-0.077,2.22,0.5,148.1167,-30.0167
289,Walgett,2002-02,0.3017578125,17.8515625,187.59375,0.15625,63.296875,0.0595703125,75.6953125,-0.04,-0.018,2.8,0.6,148.1167,-30.0167
290,Walgett,2002-03,0.3330078125,42.109375,196.484375,0.046875,11.3984375,0.1025390625,80.4921875,0.01,0.108,-4.42,0.6,148.1167,-30.0167
291,Walgett,2002-04,0.3212890625,19.7578125,137.15625,0.0078125,9.3984375,0.0361328125,84.09375,0.02,-0.277,1.6,0.5,148.1167,-30.0167
292,Walgett,2002-05,0.3310546875,6.4296875,90.6875,0.0,2.203125,0.009765625,23.0,0.31,-0.249,-1.69,0.85,148.1167,-30.0167
293,Walgett,2002-06,0.3193359375,6.984375,69.6640625,0.015625,15.0,0.0380859375,26.6015625,0.72,-0.076,-0.43,0.9,148.1167,-30.0167
294,Walgett,2002-07,0.3291015625,9.0859375,75.2578125,0.0,0.203125,0.021484375,17.40625,0.74,-0.164,-0.67,0.95,148.1167,-30.0167
295,Walgett,2002-08,0.3271484375,13.9296875,105.4375,0.0546875,28.1015625,0.0400390625,43.3046875,0.87,-0.096,1.14,0.85,148.1167,-30.0167
296,Walgett,2002-09,0.3154296875,22.8515625,141.9296875,0.0078125,11.3984375,0.0439453125,39.703125,1.09,0.392,-2.18,1.0,148.1167,-30.0167
297,Walgett,2002-10,0.3251953125,8.7109375,212.75,0.0,4.5,0.009765625,44.0,1.25,0.565,-5.77,1.0,148.1167,-30.0167
298,Walgett,2002-11,0.3134765625,4.140625,240.078125,0.0,7.8984375,0.0048828125,23.796875,1.47,0.22,0.03,0.85,148.1167,-30.0167
299,Walgett,2002-12,0.3232421875,17.1484375,264.8671875,0.0078125,24.3984375,0.0361328125,36.796875,1.37,-0.088,1.29,0.85,148.1167,-30.0167
300,Walgett,2003-01,0.322265625,22.9375,279.7890625,0.03125,18.6015625,0.080078125,50.8984375,0.6,-0.174,-0.52,0.85,148.1167,-30.0167
301,Walgett,2003-02,0.2900390625,24.859375,187.625,0.359375,79.203125,0.1025390625,122.203125,0.64,0.097,-0.98,0.65,148.1167,-30.0167
302,Walgett,2003-03,0.3212890625,54.4140625,186.15625,0.015625,10.296875,0.1591796875,108.1015625,0.36,0.061,-0.07,0.85,148.1167,-30.0167
303,Walgett,2003-04,0.3095703125,43.1953125,124.9140625,0.5390625,83.3984375,0.1826171875,172.8984375,-0.14,-0.024,2.21,0.4,148.1167,-30.0167
304,Walgett,2003-05,0.3193359375,37.9140625,92.171875,0.0078125,2.203125,0.158203125,95.8984375,-0.61,-0.084,1.04,0.05,148.1167,-30.0167
305,Walgett,2003-06,0.30859375,14.5546875,69.3984375,0.0078125,22.703125,0.111328125,108.3046875,-0.29,0.252,-2.52,0.45,148.1167,-30.0167
306,Walgett,2003-07,0.3173828125,22.15625,72.8359375,0.046875,25.796875,0.158203125,50.703125,0.21,0.228,1.2,0.75,148.1167,-30.0167
307,Walgett,2003-08,0.31640625,28.015625,97.703125,0.234375,48.703125,0.1650390625,97.203125,0.26,0.22,2.33,0.65,148.1167,-30.0167
308,Walgett,2003-09,0.3056640625,29.15625,144.0859375,0.0078125,0.1015625,0.1533203125,74.6015625,0.27,0.045,-0.99,0.8,148.1167,-30.0167
309,Walgett,2003-10,0.314453125,27.1484375,178.5703125,0.0078125,26.0,0.1328125,74.8046875,0.42,-0.084,0.12,0.75,148.1167,-30.0167
310,Walgett,2003-11,0.3037109375,22.515625,233.390625,0.0078125,22.6015625,0.10546875,48.703125,0.33,-0.036,-0.15,0.85,148.1167,-30.0167
311,Walgett,2003-12,0.3125,39.875,265.328125,0.0390625,37.8984375,0.1435546875,86.5,0.43,0.258,-0.69,0.7,148.1167,-30.0167
312,Walgett,2004-01,0.3125,65.3046875,246.8359375,1.0234375,102.296875,0.2294921875,162.796875,0.27,0.109,2.56,0.4,148.1167,-30.0167
313,Walgett,2004-02,0.2919921875,78.703125,223.671875,0.1484375,61.1015625,0.1787109375,201.296875,0.23,0.194,-3.33,0.85,148.1167,-30.0167
314,Walgett,2004-03,0.3115234375,63.7109375,186.8046875,0.09375,41.5,0.15625,204.8984375,0.12,0.177,0.74,0.75,148.1167,-30.0167
315,Walgett,2004-04,0.30078125,18.1484375,131.390625,0.046875,28.296875,0.048828125,130.8984375,0.07,-0.005,1.2,0.8,148.1167,-30.0167
316,Walgett,2004-05,0.310546875,23.2421875,84.96875,0.046875,11.203125,0.0947265625,81.0,0.06,-0.485,-0.15,0.8,148.1167,-30.0167
317,Walgett,2004-06,0.298828125,19.7421875,66.8359375,0.0,5.296875,0.0537109375,44.796875,0.13,-0.27,1.69,0.7,148.1167,-30.0167
318,Walgett,2004-07,0.3076171875,6.7890625,68.640625,0.015625,13.796875,0.0205078125,30.296875,0.49,-0.204,2.52,0.4,148.1167,-30.0167
319,Walgett,2004-08,0.306640625,13.1328125,100.9296875,0.0078125,15.0,0.041015625,34.09375,0.76,-0.02,0.0,0.95,148.1167,-30.0167
320,Walgett,2004-09,0.2958984375,20.2734375,135.25,0.0078125,7.6015625,0.0400390625,36.3984375,0.81,0.0,1.77,0.9,148.1167,-30.0167
321,Walgett,2004-10,0.3046875,7.609375,194.171875,0.0,5.296875,0.0087890625,27.8984375,0.73,0.155,-0.59,1.0,148.1167,-30.0167
322,Walgett,2004-11,0.2939453125,24.5859375,223.421875,0.1640625,47.703125,0.0751953125,60.6015625,0.66,-0.03,-1.18,0.9,148.1167,-30.0167
323,Walgett,2004-12,0.3037109375,72.59375,254.21875,0.484375,110.703125,0.2822265625,163.703125,0.74,-0.063,-1.02,0.75,148.1167,-30.0167
324,Walgett,2005-01,0.3046875,61.9765625,260.375,0.015625,14.3984375,0.119140625,172.8046875,0.66,-0.058,1.07,0.7,148.1167,-30.0167
325,Walgett,2005-02,0.2744140625,38.84375,221.7265625,0.0859375,36.0,0.068359375,161.1015625,0.36,-0.48,1.59,0.8,148.1167,-30.0167
326,Walgett,2005-03,0.302734375,11.65625,184.2109375,0.0,2.0,0.015625,52.3984375,0.45,-0.332,-0.12,0.8,148.1167,-30.0167
327,Walgett,2005-04,0.2919921875,2.5,146.0390625,0.0,0.3984375,0.0029296875,38.3984375,0.26,0.16,3.46,0.3,148.1167,-30.0167
328,Walgett,2005-05,0.30078125,5.8515625,88.265625,0.0078125,16.296875,0.0380859375,18.6953125,0.3,0.046,-0.45,0.8,148.1167,-30.0167
329,Walgett,2005-06,0.2900390625,16.3515625,61.53125,0.328125,107.3984375,0.13671875,124.09375,0.04,-0.062,-0.41,0.75,148.1167,-30.0167
330,Walgett,2005-07,0.3017578125,39.90625,72.5234375,0.21875,11.796875,0.3974609375,135.4921875,-0.23,-0.287,-0.5,0.45,148.1167,-30.0167
331,Walgett,2005-08,0.3037109375,54.203125,98.3359375,0.0078125,12.796875,0.234375,131.9921875,-0.05,-0.233,0.5,0.35,148.1167,-30.0167
332,Walgett,2005-09,0.29296875,29.734375,135.25,0.015625,24.296875,0.1201171875,48.890625,-0.04,-0.428,0.39,0.45,148.1167,-30.0167
333,Walgett,2005-10,0.3017578125,25.8828125,175.953125,0.015625,30.296875,0.1103515625,67.390625,-0.06,-0.276,-0.11,0.55,148.1167,-30.0167
334,Walgett,2005-11,0.2919921875,46.3125,217.75,0.03125,47.3984375,0.142578125,101.9921875,-0.59,-0.149,0.66,0.15,148.1167,-30.0167
335,Walgett,2005-12,0.30078125,51.8046875,282.0546875,0.0625,31.6015625,0.1103515625,109.296875,-0.92,-0.23,-2.76,0.3,148.1167,-30.0167
336,Walgett,2006-01,0.2998046875,26.375,266.2265625,0.0078125,21.703125,0.046875,100.703125,-0.91,-0.07,0.56,0.6,148.1167,-30.0167
337,Walgett,2006-02,0.26953125,21.3984375,218.375,0.046875,37.1015625,0.0517578125,90.40625,-0.67,-0.225,-1.85,0.3,148.1167,-30.0167
338,Walgett,2006-03,0.2978515625,33.4609375,176.1875,0.0234375,31.703125,0.09765625,90.5078125,-0.71,-0.126,1.66,0.15,148.1167,-30.0167
339,Walgett,2006-04,0.287109375,34.25,125.796875,0.078125,32.296875,0.0927734375,101.1015625,-0.32,0.06,-0.69,0.4,148.1167,-30.0167
340,Walgett,2006-05,0.2958984375,18.2890625,85.25,0.0,0.0,0.0341796875,64.0,-0.09,-0.128,2.28,0.35,148.1167,-30.0167
341,Walgett,2006-06,0.28515625,14.6953125,62.9609375,0.078125,31.6015625,0.0654296875,63.8984375,0.0,0.055,2.05,0.5,148.1167,-30.0167
342,Walgett,2006-07,0.2939453125,32.171875,68.890625,0.140625,51.203125,0.123046875,82.8046875,0.01,0.137,1.61,0.6,148.1167,-30.0167
343,Walgett,2006-08,0.2939453125,29.3671875,99.125,0.0,4.5,0.0849609375,87.3046875,0.31,0.341,-2.64,0.8,148.1167,-30.0167
344,Walgett,2006-09,0.283203125,17.1015625,149.0859375,0.0,9.5,0.04296875,65.203125,0.6,0.534,-0.26,0.8,148.1167,-30.0167
