,Location,Year_Month,Deep_Drainage,E_Actual,PET_Actual,Qtot,Rainfall,Soil_M_root_zone,P_acc_3M,ENSO,IOD,SAMI,Probability_of_Drought
13052,Mungindi,2016-01,0.0830078125,92.1484375,225.4609375,2.7109375,133.3984375,0.20703125,184.59375,2.57,0.331,3.13,0.65
13053,Mungindi,2016-02,0.0771484375,61.484375,224.6484375,0.171875,17.796875,0.1181640625,185.4921875,2.26,-0.03,1.35,0.6
13054,Mungindi,2016-03,0.0830078125,9.421875,192.5078125,0.0,4.796875,0.0126953125,155.9921875,1.62,0.091,4.36,0.4
13055,Mungindi,2016-04,0.080078125,5.0546875,145.84375,0.0,3.796875,0.0068359375,26.390625,0.91,0.222,1.06,0.85
13056,Mungindi,2016-05,0.08203125,14.84375,95.2578125,0.03125,29.1015625,0.060546875,37.6953125,0.3,-0.034,-0.92,0.75
13057,Mungindi,2016-06,0.080078125,32.4375,63.6328125,0.6171875,81.3984375,0.240234375,114.296875,-0.03,-0.329,3.66,0.25
13058,Mungindi,2016-07,0.0830078125,49.6796875,74.203125,0.0234375,19.1015625,0.22265625,129.6015625,-0.48,-0.661,0.81,0.15
13059,Mungindi,2016-08,0.0830078125,45.40625,95.875,0.203125,57.5,0.140625,158.0,-0.58,-0.332,-1.28,0.05
13060,Mungindi,2016-09,0.080078125,81.484375,118.0078125,0.703125,133.203125,0.388671875,209.8046875,-0.58,-0.331,2.46,0.1
13061,Mungindi,2016-10,0.0830078125,97.921875,186.609375,0.1015625,56.8984375,0.2744140625,247.6015625,-0.74,-0.212,-0.89,0.1
13062,Mungindi,2016-11,0.080078125,41.078125,229.78125,0.015625,6.5,0.138671875,196.6015625,-0.76,-0.259,-3.12,0.1
13063,Mungindi,2016-12,0.0830078125,41.71875,267.25,0.0234375,44.1015625,0.09765625,107.5,-0.5,-0.241,-1.52,0.35
13064,Mungindi,2017-01,0.0830078125,43.75,278.625,0.015625,32.8984375,0.0703125,83.5,-0.43,-0.02,-1.12,0.55
13065,Mungindi,2017-02,0.07421875,20.5234375,226.578125,0.0078125,25.296875,0.0283203125,102.296875,-0.08,0.181,-1.09,0.55
13066,Mungindi,2017-03,0.0830078125,37.6484375,182.6171875,0.0234375,44.6015625,0.095703125,102.796875,0.03,0.457,-1.56,0.7
13067,Mungindi,2017-04,0.080078125,32.109375,128.1171875,0.0625,31.1015625,0.072265625,101.0,0.22,0.574,1.65,0.8
13068,Mungindi,2017-05,0.08203125,25.8046875,97.203125,0.0078125,11.703125,0.0537109375,87.40625,0.37,0.616,1.82,0.65
13069,Mungindi,2017-06,0.080078125,7.5546875,73.0703125,0.0,5.703125,0.013671875,48.5078125,0.34,0.537,1.98,0.75
13070,Mungindi,2017-07,0.08203125,8.9296875,81.4453125,0.0,4.703125,0.0205078125,22.109375,0.25,0.617,0.16,0.9
13071,Mungindi,2017-08,0.08203125,9.9140625,108.9921875,0.0078125,9.296875,0.0205078125,19.703125,-0.16,0.461,0.31,0.4
13072,Mungindi,2017-09,0.0791015625,1.6640625,152.4765625,0.0,0.8984375,0.001953125,14.8984375,-0.43,0.14,0.42,0.3
13073,Mungindi,2017-10,0.08203125,46.65625,183.9453125,0.1015625,66.1015625,0.12890625,76.296875,-0.56,0.175,-0.64,0.05
13074,Mungindi,2017-11,0.0791015625,49.8203125,216.2109375,0.1328125,45.0,0.0849609375,112.0,-0.97,0.412,3.18,0.15
13075,Mungindi,2017-12,0.08203125,40.4296875,260.703125,0.078125,30.3984375,0.068359375,141.5,-0.98,0.179,1.44,0.3
13076,Mungindi,2018-01,0.08203125,9.546875,270.234375,0.0,5.5,0.0107421875,80.8984375,-0.98,-0.135,2.72,0.45
13077,Mungindi,2018-02,0.0732421875,32.09375,209.28125,0.28125,70.0,0.0810546875,105.8984375,-0.78,0.295,1.02,0.1
13078,Mungindi,2018-03,0.0810546875,46.234375,188.6953125,0.0234375,12.1015625,0.1044921875,87.6015625,-0.8,-0.02,-0.03,0.35
13079,Mungindi,2018-04,0.0791015625,12.328125,145.625,0.0078125,14.3984375,0.0224609375,96.5,-0.51,-0.008,-1.66,0.65
13080,Mungindi,2018-05,0.0810546875,6.328125,97.953125,0.0,0.0,0.0146484375,26.5,-0.2,0.202,0.01,0.35
13081,Mungindi,2018-06,0.078125,1.0078125,72.484375,0.0,5.3984375,0.0029296875,19.796875,0.04,0.269,-1.57,0.85
13082,Mungindi,2018-07,0.0810546875,6.828125,80.5,0.0,5.203125,0.0283203125,10.6015625,0.12,0.15,0.55,0.85
13083,Mungindi,2018-08,0.0810546875,7.921875,105.5859375,0.0234375,15.296875,0.0185546875,25.8984375,0.09,0.234,-0.78,0.8
13084,Mungindi,2018-09,0.078125,10.59375,150.796875,0.0,1.796875,0.0263671875,22.296875,0.47,0.71,1.83,0.75
13085,Mungindi,2018-10,0.0810546875,37.2890625,195.4140625,0.0625,60.703125,0.0859375,77.796875,0.9,0.844,2.76,0.35
13086,Mungindi,2018-11,0.078125,46.5546875,227.5078125,0.1953125,47.3984375,0.1240234375,109.8984375,0.9,0.623,2.84,0.45
13087,Mungindi,2018-12,0.0810546875,28.8125,272.546875,0.0078125,5.1015625,0.044921875,113.203125,0.89,0.379,1.44,0.85
13088,Mungindi,2019-01,0.0810546875,4.2109375,278.3125,0.0,1.703125,0.0048828125,54.203125,0.65,0.452,2.79,0.8
13089,Mungindi,2019-02,0.072265625,4.765625,226.3984375,0.0,4.8984375,0.005859375,11.703125,0.71,0.496,-1.87,0.9
13090,Mungindi,2019-03,0.080078125,15.7265625,193.171875,0.1328125,44.6015625,0.05078125,51.203125,0.81,0.325,1.47,0.9
13091,Mungindi,2019-04,0.078125,23.6484375,139.6171875,0.0078125,4.703125,0.0810546875,54.203125,0.62,0.333,0.86,0.85
13092,Mungindi,2019-05,0.080078125,20.46875,94.5703125,0.03125,14.203125,0.0537109375,63.5078125,0.55,0.619,-0.11,0.75
13093,Mungindi,2019-06,0.0771484375,7.4921875,73.9453125,0.0,5.0,0.0205078125,23.90625,0.45,0.719,2.21,0.7
13094,Mungindi,2019-07,0.080078125,7.7109375,84.015625,0.0,8.8984375,0.0234375,28.1015625,0.35,0.693,-2.2,0.85
13095,Mungindi,2019-08,0.080078125,3.109375,108.28125,0.0,0.1015625,0.0048828125,14.0,0.04,0.548,-2.04,0.85
13096,Mungindi,2019-09,0.0771484375,0.296875,151.5859375,0.0,0.0,0.0,9.0,0.03,0.999,0.81,0.6
13097,Mungindi,2019-10,0.080078125,0.125,206.90625,0.0,1.296875,0.0,1.3984375,0.48,1.123,-1.97,0.85
13098,Mungindi,2019-11,0.0771484375,14.0625,238.5390625,0.03125,24.0,0.0224609375,25.296875,0.52,0.958,-4.42,0.75
13099,Mungindi,2019-12,0.0791015625,14.46875,286.8359375,0.0078125,8.796875,0.0478515625,34.09375,0.52,0.312,-1.78,0.8
13100,Mungindi,2020-01,0.0791015625,44.015625,276.4921875,0.4453125,81.296875,0.095703125,114.09375,0.6,0.238,0.57,0.9
13101,Mungindi,2020-02,0.07421875,94.359375,188.3515625,0.4609375,143.1015625,0.3974609375,233.1953125,0.37,0.134,-0.36,0.95
13102,Mungindi,2020-03,0.080078125,105.875,175.2109375,0.109375,67.5,0.30078125,291.8984375,0.48,0.119,2.05,1.0
13103,Mungindi,2020-04,0.0771484375,51.8515625,120.875,0.078125,26.6015625,0.173828125,237.203125,0.36,0.064,-1.72,1.0
13104,Mungindi,2020-05,0.080078125,19.96875,93.5078125,0.015625,21.796875,0.126953125,115.8984375,-0.27,0.378,1.03,0.25
13105,Mungindi,2020-06,0.0771484375,15.0546875,72.7734375,0.0078125,8.703125,0.1142578125,57.1015625,-0.34,0.568,1.18,0.3
13106,Mungindi,2020-07,0.080078125,13.3046875,77.390625,0.0078125,13.8984375,0.1083984375,44.3984375,-0.3,0.417,-0.97,0.4
13107,Mungindi,2020-08,0.080078125,26.2265625,103.7578125,0.046875,29.203125,0.1484375,51.8046875,-0.59,-0.07,-2.2,0.2
13108,Mungindi,2020-09,0.0771484375,22.5703125,148.3671875,0.0703125,28.1015625,0.1044921875,71.203125,-0.83,-0.084,-0.25,0.1
13109,Mungindi,2020-10,0.080078125,41.046875,192.328125,0.0234375,32.8984375,0.1201171875,90.203125,-1.26,0.233,1.79,0.05
13110,Mungindi,2020-11,0.0771484375,23.1484375,252.8046875,0.0,3.0,0.048828125,64.0,-1.42,0.143,1.14,0.35
13111,Mungindi,2020-12,0.0791015625,44.0546875,237.375,0.1640625,86.8984375,0.083984375,122.796875,-1.15,0.1,2.28,0.1
13112,Mungindi,2021-01,0.0791015625,106.15625,243.703125,0.6484375,99.203125,0.2724609375,189.1015625,-1.0,0.116,1.95,0.15
13113,Mungindi,2021-02,0.072265625,71.875,205.3671875,0.4609375,84.3984375,0.1162109375,270.5,-1.0,0.323,2.19,0.1
13114,Mungindi,2021-03,0.080078125,94.9453125,172.859375,23.828125,158.203125,0.32421875,341.8046875,-0.8,0.367,-0.95,0.1
13115,Mungindi,2021-04,0.0771484375,76.9765625,120.6171875,0.4140625,6.5,0.22265625,249.1015625,-0.72,0.325,0.87,0.1
13116,Mungindi,2021-05,0.080078125,22.96875,91.4296875,0.0078125,11.703125,0.0634765625,176.40625,-0.46,0.089,0.75,0.2
13117,Mungindi,2021-06,0.0771484375,26.0625,70.3203125,0.078125,33.8984375,0.103515625,52.1015625,-0.28,0.112,1.88,0.35
13118,Mungindi,2021-07,0.080078125,35.8671875,81.0234375,0.0390625,36.8984375,0.099609375,82.5,-0.39,-0.132,-1.06,0.3
13119,Mungindi,2021-08,0.080078125,28.0390625,109.03125,0.0546875,26.5,0.06640625,97.296875,-0.53,0.014,0.73,0.45
13120,Mungindi,2021-09,0.0771484375,24.9375,141.578125,0.453125,62.203125,0.0498046875,125.6015625,-0.55,0.048,1.68,0.4
13121,Mungindi,2021-10,0.080078125,58.6328125,192.3203125,0.78125,21.1015625,0.1279296875,109.8046875,-0.94,0.068,0.8,0.2
13122,Mungindi,2021-11,0.0771484375,85.3828125,192.3671875,0.828125,143.8984375,0.2138671875,227.203125,-0.94,0.192,2.69,0.1
13123,Mungindi,2021-12,0.080078125,75.8984375,241.4453125,0.0234375,15.8984375,0.1044921875,180.8984375,-1.06,-0.05,2.74,0.25
13128,Ashford,2000-01,2.49609375,85.5390625,213.71875,0.3984375,35.3984375,0.2373046875,106.1953125,-1.77,-0.06,3.59,0.15
13129,Ashford,2000-02,2.259765625,60.03125,191.875,0.2578125,26.6015625,0.138671875,97.3984375,-1.55,0.071,2.32,0.05
13130,Ashford,2000-03,2.3720703125,81.25,156.2109375,1.8046875,133.6015625,0.2255859375,195.6015625,-0.98,0.24,0.74,0.0
13131,Ashford,2000-04,2.30078125,69.9296875,116.609375,0.1796875,16.6015625,0.166015625,176.8046875,-0.87,0.217,0.97,0.0
13132,Ashford,2000-05,2.31640625,26.6171875,85.9296875,0.4296875,40.796875,0.0693359375,191.0,-0.86,0.192,1.9,0.0
13133,Ashford,2000-06,2.19140625,33.1484375,61.3828125,0.140625,9.1015625,0.1005859375,66.5,-0.79,0.091,-0.31,0.2
13134,Ashford,2000-07,2.2099609375,34.4375,67.3046875,0.375,34.3984375,0.0908203125,84.296875,-0.67,0.174,0.52,0.1
13135,Ashford,2000-08,2.154296875,30.8671875,93.7421875,0.203125,19.203125,0.04296875,62.703125,-0.49,0.243,-1.22,0.25
13136,Ashford,2000-09,2.0302734375,20.1484375,140.7265625,0.1328125,10.796875,0.0224609375,64.3984375,-0.52,0.01,-3.2,0.65
13137,Ashford,2000-10,2.0498046875,28.3984375,153.734375,1.390625,100.3984375,0.115234375,130.3984375,-0.7,0.017,1.21,0.3
13138,Ashford,2000-11,2.103515625,93.890625,161.1640625,18.5,236.203125,0.5283203125,347.3984375,-0.79,-0.183,-1.32,0.05
13139,Ashford,2000-12,2.6650390625,132.1953125,208.078125,3.40625,115.796875,0.603515625,452.3984375,-0.92,-0.178,-2.05,0.05
13140,Ashford,2001-01,2.822265625,110.8828125,230.03125,0.4921875,68.3984375,0.357421875,420.3984375,-0.73,-0.366,1.43,0.0
13141,Ashford,2001-02,2.6328125,103.703125,180.625,13.578125,118.703125,0.5244140625,302.8984375,-0.63,0.063,-2.7,0.05
13142,Ashford,2001-03,2.9248046875,77.7734375,155.828125,2.765625,138.296875,0.3740234375,325.3984375,-0.48,0.09,-0.57,0.0
13143,Ashford,2001-04,2.904296875,71.0859375,114.015625,0.8125,48.296875,0.435546875,305.296875,-0.49,0.212,3.49,0.0
13144,Ashford,2001-05,3.0439453125,53.5390625,79.078125,0.4609375,36.5,0.3623046875,223.09375,-0.34,0.217,-1.75,0.1
13145,Ashford,2001-06,2.962890625,35.8515625,63.6875,0.3671875,23.703125,0.2958984375,108.5,-0.19,0.241,-0.02,0.2
13146,Ashford,2001-07,3.041015625,21.8515625,65.90625,1.125,69.0,0.259765625,129.203125,-0.04,-0.043,0.2,0.3
13147,Ashford,2001-08,3.0615234375,44.84375,90.5390625,0.5078125,22.203125,0.3349609375,114.90625,-0.05,-0.189,-0.15,0.25
13148,Ashford,2001-09,2.9345703125,53.265625,122.203125,0.4140625,28.1015625,0.2822265625,119.3046875,-0.2,-0.117,1.46,0.1
13149,Ashford,2001-10,2.8779296875,53.7578125,164.8046875,0.625,49.796875,0.25390625,100.1015625,-0.14,-0.291,1.36,0.15
13150,Ashford,2001-11,2.69140625,77.1171875,164.25,3.75,171.296875,0.4345703125,249.1953125,-0.37,-0.122,2.54,0.05
13151,Ashford,2001-12,2.857421875,113.9609375,214.34375,1.0546875,35.3984375,0.4306640625,256.4921875,-0.41,0.019,1.16,0.05
13152,Ashford,2002-01,2.6953125,66.4921875,227.8359375,0.28125,22.5,0.2421875,229.1953125,-0.15,-0.077,2.22,0.2
13153,Ashford,2002-02,2.2724609375,50.046875,166.1484375,0.171875,25.703125,0.166015625,83.6015625,-0.04,-0.018,2.8,0.45
13154,Ashford,2002-03,2.392578125,52.5,174.296875,1.3671875,100.796875,0.1533203125,149.0,0.01,0.108,-4.42,0.6
13155,Ashford,2002-04,2.302734375,68.9453125,120.4609375,0.578125,3.796875,0.2646484375,130.296875,0.02,-0.277,1.6,0.2
13156,Ashford,2002-05,2.3271484375,29.90625,85.0234375,0.0703125,6.796875,0.08984375,111.390625,0.31,-0.249,-1.69,0.65
13157,Ashford,2002-06,2.1845703125,19.6875,67.09375,0.1015625,8.6015625,0.0615234375,19.1953125,0.72,-0.076,-0.43,0.75
13158,Ashford,2002-07,2.193359375,13.9609375,71.5078125,0.0546875,1.796875,0.0224609375,17.1953125,0.74,-0.164,-0.67,0.8
13159,Ashford,2002-08,2.1328125,15.7890625,98.3828125,0.6796875,45.3984375,0.0537109375,55.796875,0.87,-0.096,1.14,0.7
13160,Ashford,2002-09,2.0244140625,47.6484375,135.6328125,0.171875,18.203125,0.0859375,65.3984375,1.09,0.392,-2.18,0.9
13161,Ashford,2002-10,2.0390625,19.65625,192.09375,0.140625,21.5,0.0224609375,85.1015625,1.25,0.565,-5.77,0.8
13162,Ashford,2002-11,1.9296875,37.9765625,210.5078125,0.6796875,73.6015625,0.109375,113.3046875,1.47,0.22,0.03,0.9
13163,Ashford,2002-12,1.9892578125,84.65625,225.2890625,0.375,93.1015625,0.2080078125,188.203125,1.37,-0.088,1.29,0.55
13164,Ashford,2003-01,1.986328125,81.8046875,250.609375,0.09375,35.6015625,0.1650390625,202.3046875,0.6,-0.174,-0.52,0.5
13165,Ashford,2003-02,1.76171875,40.890625,149.5625,2.859375,135.3984375,0.1640625,264.1015625,0.64,0.097,-0.98,0.65
13166,Ashford,2003-03,2.0380859375,84.515625,152.0,0.359375,71.203125,0.3759765625,242.203125,0.36,0.061,-0.07,0.8
13167,Ashford,2003-04,2.01953125,68.4375,105.5,0.1875,69.203125,0.3408203125,275.8046875,-0.14,-0.024,2.21,0.2
13168,Ashford,2003-05,2.0791015625,36.6953125,85.4453125,0.0625,3.6015625,0.2265625,144.0078125,-0.61,-0.084,1.04,0.0
13169,Ashford,2003-06,1.974609375,16.8515625,65.75,0.2578125,38.0,0.1962890625,110.8046875,-0.29,0.252,-2.52,0.3
13170,Ashford,2003-07,2.0205078125,34.359375,66.53125,0.09375,23.296875,0.236328125,64.8984375,0.21,0.228,1.2,0.55
13171,Ashford,2003-08,1.9833984375,25.6171875,90.296875,0.1171875,23.5,0.1787109375,84.796875,0.26,0.22,2.33,0.5
13172,Ashford,2003-09,1.8662109375,29.984375,145.921875,0.03125,2.796875,0.1435546875,49.59375,0.27,0.045,-0.99,0.95
13173,Ashford,2003-10,1.9296875,74.828125,153.921875,2.5546875,122.8984375,0.3623046875,149.1953125,0.42,-0.084,0.12,0.7
13174,Ashford,2003-11,1.8486328125,66.046875,205.140625,0.5703125,53.5,0.228515625,179.1953125,0.33,-0.036,-0.15,0.9
13175,Ashford,2003-12,1.916015625,110.4375,225.3046875,1.6328125,128.203125,0.3857421875,304.6015625,0.43,0.258,-0.69,0.85
13176,Ashford,2004-01,2.0009765625,106.46875,214.734375,19.8828125,223.8984375,0.5126953125,405.6015625,0.27,0.109,2.56,0.3
13177,Ashford,2004-02,2.142578125,119.171875,194.65625,0.28125,29.6015625,0.451171875,381.703125,0.23,0.194,-3.33,0.45
13178,Ashford,2004-03,2.265625,71.59375,163.984375,0.1328125,50.8984375,0.267578125,304.3984375,0.12,0.177,0.74,0.6
13179,Ashford,2004-04,2.1279296875,33.3203125,121.5859375,0.0703125,38.703125,0.1552734375,119.203125,0.07,-0.005,1.2,0.55
13180,Ashford,2004-05,2.1416015625,38.765625,82.0234375,0.1953125,23.203125,0.1904296875,112.8046875,0.06,-0.485,-0.15,0.6
13181,Ashford,2004-06,2.0244140625,29.9375,63.8984375,0.046875,10.0,0.1552734375,71.90625,0.13,-0.27,1.69,0.6
13182,Ashford,2004-07,2.0361328125,18.0859375,69.90625,0.1953125,29.296875,0.1123046875,62.5,0.49,-0.204,2.52,0.3
13183,Ashford,2004-08,1.986328125,36.3671875,95.46875,0.1171875,27.296875,0.150390625,66.59375,0.76,-0.02,0.0,0.95
13184,Ashford,2004-09,1.896484375,63.546875,123.9296875,1.7109375,74.6015625,0.251953125,131.1953125,0.81,0.0,1.77,0.75
13185,Ashford,2004-10,1.9326171875,65.984375,175.5078125,0.2109375,47.5,0.162109375,149.3984375,0.73,0.155,-0.59,0.8
13186,Ashford,2004-11,1.8291015625,76.8125,194.671875,0.3046875,71.0,0.162109375,193.1015625,0.66,-0.03,-1.18,0.75
13187,Ashford,2004-12,1.8955078125,105.0546875,216.734375,1.5390625,205.1015625,0.3193359375,323.6015625,0.74,-0.063,-1.02,0.6
13188,Ashford,2005-01,2.013671875,115.3984375,217.6640625,0.203125,26.1015625,0.2919921875,302.203125,0.66,-0.058,1.07,0.65
13189,Ashford,2005-02,1.7939453125,54.578125,190.5390625,0.0390625,28.296875,0.0810546875,259.5,0.36,-0.48,1.59,0.8
13190,Ashford,2005-03,1.939453125,31.7734375,171.921875,0.0390625,25.203125,0.0517578125,79.6015625,0.45,-0.332,-0.12,0.8
13191,Ashford,2005-04,1.83203125,16.7109375,132.1953125,0.0,0.796875,0.0205078125,54.296875,0.26,0.16,3.46,0.55
13192,Ashford,2005-05,1.8466796875,10.8046875,85.0,0.0234375,16.1015625,0.0322265625,42.1015625,0.3,0.046,-0.45,0.85
13193,Ashford,2005-06,1.75390625,15.90625,60.5859375,0.359375,119.3984375,0.142578125,136.296875,0.04,-0.062,-0.41,0.65
13194,Ashford,2005-07,1.9052734375,36.2421875,68.09375,0.2890625,24.3984375,0.396484375,159.8984375,-0.23,-0.287,-0.5,0.45
13195,Ashford,2005-08,1.9833984375,48.890625,89.8984375,0.0546875,13.703125,0.26953125,157.5,-0.05,-0.233,0.5,0.3
13196,Ashford,2005-09,1.896484375,45.1171875,120.1875,0.109375,47.3984375,0.2099609375,85.5,-0.04,-0.428,0.39,0.45
13197,Ashford,2005-10,1.9169921875,44.265625,164.078125,0.125,56.6015625,0.1953125,117.703125,-0.06,-0.276,-0.11,0.3
13198,Ashford,2005-11,1.8271484375,65.3828125,186.15625,0.875,113.703125,0.287109375,217.703125,-0.59,-0.149,0.66,0.05
13199,Ashford,2005-12,1.9677734375,119.859375,238.484375,0.46875,100.6015625,0.44921875,270.90625,-0.92,-0.23,-2.76,0.05
13200,Ashford,2006-01,1.9892578125,91.375,217.03125,0.7734375,93.1015625,0.3623046875,307.40625,-0.91,-0.07,0.56,0.05
13201,Ashford,2006-02,1.794921875,75.3671875,183.125,0.453125,115.6015625,0.3798828125,309.3046875,-0.67,-0.225,-1.85,0.1
13202,Ashford,2006-03,2.0546875,72.6328125,155.5859375,0.2265625,35.3984375,0.3681640625,244.1015625,-0.71,-0.126,1.66,0.0
13203,Ashford,2006-04,1.9775390625,48.078125,116.84375,0.1875,30.8984375,0.2861328125,181.8984375,-0.32,0.06,-0.69,0.25
13204,Ashford,2006-05,2.009765625,22.703125,81.6328125,0.046875,7.3984375,0.2001953125,73.6953125,-0.09,-0.128,2.28,0.25
13205,Ashford,2006-06,1.9091796875,22.6640625,60.5,0.25,45.3984375,0.232421875,83.6953125,0.0,0.055,2.05,0.4
13206,Ashford,2006-07,1.9580078125,37.390625,65.0703125,0.203125,46.5,0.2451171875,99.296875,0.01,0.137,1.61,0.3
13207,Ashford,2006-08,1.93359375,33.1796875,94.3515625,0.078125,19.296875,0.208984375,111.1953125,0.31,0.341,-2.64,0.8
13208,Ashford,2006-09,1.8115234375,43.421875,131.5703125,0.109375,29.3984375,0.2080078125,95.1953125,0.6,0.534,-0.26,0.75
13209,Ashford,2006-10,1.7744140625,42.296875,179.796875,0.0546875,15.6015625,0.1474609375,64.296875,0.7,0.736,1.79,0.85
13210,Ashford,2006-11,1.6689453125,85.21875,198.609375,0.71875,102.6015625,0.28515625,147.6015625,0.99,0.624,0.14,0.85
13211,Ashford,2006-12,1.6796875,66.4765625,203.375,0.0390625,21.796875,0.1591796875,140.0,1.14,0.241,1.34,0.8
13212,Ashford,2007-01,1.626953125,50.0078125,229.859375,0.0234375,23.6015625,0.076171875,148.0,0.7,0.29,0.03,0.8
13213,Ashford,2007-02,1.4384765625,47.640625,183.8046875,0.0859375,78.6015625,0.1171875,124.0,0.13,0.23,2.36,0.8
13214,Ashford,2007-03,1.5869140625,64.578125,175.3984375,0.046875,35.296875,0.115234375,137.5,-0.18,0.216,-0.77,0.3
13215,Ashford,2007-04,1.5078125,16.8203125,119.4921875,0.796875,62.8984375,0.041015625,176.796875,-0.32,0.175,-0.33,0.4
13216,Ashford,2007-05,1.548828125,43.484375,85.546875,0.40625,31.0,0.1787109375,129.1953125,-0.47,0.349,-1.02,0.0
13217,Ashford,2007-06,1.494140625,32.25,53.53125,0.1796875,73.8984375,0.236328125,167.796875,-0.35,0.144,-0.65,0.2
13218,Ashford,2007-07,1.5595703125,37.4140625,64.9609375,0.046875,5.5,0.2578125,110.3984375,-0.59,0.141,-2.67,0.1
13219,Ashford,2007-08,1.546875,35.0234375,88.2734375,0.390625,67.0,0.2177734375,146.3984375,-0.72,0.349,-0.28,0.1
13220,Ashford,2007-09,1.4921875,41.6171875,130.0078125,0.03125,2.1015625,0.1982421875,74.6015625,-1.11,0.341,-1.88,0.05
13221,Ashford,2007-10,1.505859375,44.9609375,179.296875,0.0859375,53.0,0.1611328125,122.1015625,-1.39,0.227,-0.86,0.0
13222,Ashford,2007-11,1.43359375,57.65625,163.5859375,0.1171875,67.203125,0.2138671875,122.3046875,-1.54,0.1,0.03,0.0
13223,Ashford,2007-12,1.48046875,87.8671875,184.5,0.1171875,81.6015625,0.2705078125,201.8046875,-1.58,-0.157,2.8,0.05
13224,Ashford,2008-01,1.4814453125,87.3046875,193.0078125,0.390625,86.6015625,0.2705078125,235.40625,-1.68,0.18,2.56,0.0
13225,Ashford,2008-02,1.3798828125,73.171875,158.578125,0.1796875,86.296875,0.2705078125,254.5,-1.67,0.008,1.09,0.15
13226,Ashford,2008-03,1.453125,50.1953125,167.578125,0.046875,1.0,0.1474609375,173.8984375,-1.21,0.197,0.63,0.05
13227,Ashford,2008-04,1.369140625,22.8359375,115.546875,0.0,4.5,0.048828125,91.796875,-0.99,-0.078,-0.81,0.25
13228,Ashford,2008-05,1.380859375,12.328125,83.5546875,0.0,6.6015625,0.0185546875,12.1015625,-0.84,0.258,-0.66,0.2
13229,Ashford,2008-06,1.3212890625,29.390625,63.3046875,0.328125,54.703125,0.150390625,65.8046875,-0.68,0.329,3.0,0.15
13230,Ashford,2008-07,1.3525390625,38.1953125,65.75,0.046875,35.6015625,0.12109375,96.90625,-0.3,0.343,0.23,0.4
13231,Ashford,2008-08,1.3271484375,22.2421875,84.21875,0.0078125,13.703125,0.0712890625,104.0078125,-0.13,0.237,0.6,0.35
13232,Ashford,2008-09,1.2705078125,55.640625,124.2109375,0.1484375,65.6015625,0.181640625,114.90625,-0.25,0.192,0.46,0.45
13233,Ashford,2008-10,1.294921875,44.0546875,171.453125,0.0078125,18.296875,0.072265625,97.6015625,-0.35,0.188,2.21,0.25
13234,Ashford,2008-11,1.2529296875,61.2890625,164.9765625,0.8828125,164.1015625,0.255859375,248.0,-0.46,-0.005,1.03,0.25
13235,Ashford,2008-12,1.392578125,117.3203125,198.6796875,0.5,105.8984375,0.3681640625,288.296875,-0.86,0.016,1.01,0.1
13236,Ashford,2009-01,1.41796875,82.90625,212.0625,0.1171875,31.5,0.2060546875,301.5,-0.89,0.097,2.02,0.0
13237,Ashford,2009-02,1.2724609375,76.9609375,175.421875,0.625,138.6015625,0.2724609375,276.0,-0.79,0.243,0.94,0.0
13238,Ashford,2009-03,1.451171875,80.7109375,166.671875,0.0390625,16.296875,0.2109375,186.3984375,-0.69,0.2,0.5,0.0
13239,Ashford,2009-04,1.3798828125,46.2109375,110.5390625,0.0390625,35.5,0.1318359375,190.3984375,-0.35,0.201,-0.43,0.15
13240,Ashford,2009-05,1.3974609375,26.125,78.9375,0.2109375,46.796875,0.107421875,98.59375,0.06,0.336,-0.14,1.0
13241,Ashford,2009-06,1.341796875,36.546875,58.828125,0.0234375,27.5,0.1640625,109.796875,0.31,0.214,0.54,0.8
13242,Ashford,2009-07,1.3642578125,31.4921875,68.0234375,0.0078125,16.6015625,0.1083984375,90.8984375,0.48,-0.095,-0.13,0.55
13243,Ashford,2009-08,1.3349609375,21.171875,98.5234375,0.0,5.8984375,0.044921875,50.0,0.56,0.008,-2.44,0.9
13244,Ashford,2009-09,1.267578125,35.828125,125.9375,0.09375,39.5,0.08203125,62.0,0.68,0.003,-0.78,0.95
13245,Ashford,2009-10,1.287109375,24.15625,173.03125,0.1171875,31.8984375,0.037109375,77.296875,0.89,0.147,1.47,0.8
13246,Ashford,2009-11,1.2294921875,50.0234375,214.0,0.0625,33.203125,0.091796875,104.6015625,1.46,0.056,-1.2,0.85
13247,Ashford,2009-12,1.25390625,35.4921875,203.0078125,3.2734375,204.1015625,0.123046875,269.203125,1.74,0.23,1.09,0.55
13248,Ashford,2010-01,1.482421875,106.5859375,222.0078125,1.7890625,52.8984375,0.5400390625,290.203125,1.52,0.359,-0.4,0.85
13249,Ashford,2010-02,1.447265625,76.4296875,161.5859375,0.1171875,37.8984375,0.3125,294.8984375,1.25,0.103,-2.12,0.7
13250,Ashford,2010-03,1.6005859375,57.9140625,149.921875,0.125,62.0,0.26953125,152.796875,0.9,0.558,0.04,0.9
13251,Ashford,2010-04,1.5224609375,27.9765625,114.21875,0.03125,3.1015625,0.173828125,103.0,0.38,0.445,0.08,0.8
13252,Ashford,2010-05,1.53515625,18.59375,76.6171875,0.078125,67.3984375,0.16015625,132.5,-0.22,0.05,1.51,0.2
