Year,Month,Year_Month,Location,Longitude,Latitude,P_acc_3M,,,,,,,
2000,1,2000-01,Cobar,145.8383,-31.498,15.3046875,,,,,,,
2000,2,2000-02,Cobar,145.8383,-31.498,134.90625,,,,,,,
2000,3,2000-03,Cobar,145.8383,-31.498,194.40625,,,,,,,
2000,4,2000-04,Cobar,145.8383,-31.498,265.5078125,,,,,,,
2000,5,2000-05,Cobar,145.8383,-31.498,231.3046875,,,,,,,
2000,6,2000-06,Cobar,145.8383,-31.498,182.90625,,,,,,,
2000,7,2000-07,Cobar,145.8383,-31.498,125.5,,,,,,,
2000,8,2000-08,Cobar,145.8383,-31.498,72.796875,,,,,,,
2000,9,2000-09,Cobar,145.8383,-31.498,62.296875,,,,,,,
2000,10,2000-10,Cobar,145.8383,-31.498,98.5,,,,,,,
2000,11,2000-11,Cobar,145.8383,-31.498,202,,,,,,,
2000,12,2000-12,Cobar,145.8383,-31.498,207.5,,,,,,,
2001,1,2001-01,Cobar,145.8383,-31.498,157.3984375,,,,,,,
2001,2,2001-02,Cobar,145.8383,-31.498,100.8046875,,,,,,,
2001,3,2001-03,Cobar,145.8383,-31.498,137.6015625,,,,,,,
2001,4,2001-04,Cobar,145.8383,-31.498,133.6015625,,,,,,,
2001,5,2001-05,Cobar,145.8383,-31.498,81.1953125,,,,,,,
2001,6,2001-06,Cobar,145.8383,-31.498,99.8984375,,,,,,,
2001,7,2001-07,Cobar,145.8383,-31.498,119,,,,,,,
2001,8,2001-08,Cobar,145.8383,-31.498,93,,,,,,,
2001,9,2001-09,Cobar,145.8383,-31.498,33.8984375,,,,,,,
2001,10,2001-10,Cobar,145.8383,-31.498,43.6953125,,,,,,,
2001,11,2001-11,Cobar,145.8383,-31.498,58.1953125,,,,,,,
2001,12,2001-12,Cobar,145.8383,-31.498,70.390625,,,,,,,
2002,1,2002-01,Cobar,145.8383,-31.498,42.6953125,,,,,,,
2002,2,2002-02,Cobar,145.8383,-31.498,145.296875,,,,,,,
2002,3,2002-03,Cobar,145.8383,-31.498,128.8984375,,,,,,,
2002,4,2002-04,Cobar,145.8383,-31.498,151.09375,,,,,,,
2002,5,2002-05,Cobar,145.8383,-31.498,33.6953125,,,,,,,
2002,6,2002-06,Cobar,145.8383,-31.498,32.8984375,,,,,,,
2002,7,2002-07,Cobar,145.8383,-31.498,8.8984375,,,,,,,
2002,8,2002-08,Cobar,145.8383,-31.498,5.796875,,,,,,,
2002,9,2002-09,Cobar,145.8383,-31.498,37.3984375,,,,,,,
2002,10,2002-10,Cobar,145.8383,-31.498,37.1015625,,,,,,,
2002,11,2002-11,Cobar,145.8383,-31.498,35,,,,,,,
2002,12,2002-12,Cobar,145.8383,-31.498,9,,,,,,,
2003,1,2003-01,Cobar,145.8383,-31.498,15.296875,,,,,,,
2003,2,2003-02,Cobar,145.8383,-31.498,89.296875,,,,,,,
2003,3,2003-03,Cobar,145.8383,-31.498,86.59375,,,,,,,
2003,4,2003-04,Cobar,145.8383,-31.498,124.1953125,,,,,,,
2003,5,2003-05,Cobar,145.8383,-31.498,62.6953125,,,,,,,
2003,6,2003-06,Cobar,145.8383,-31.498,84.296875,,,,,,,
2003,7,2003-07,Cobar,145.8383,-31.498,69.796875,,,,,,,
2003,8,2003-08,Cobar,145.8383,-31.498,128.296875,,,,,,,
2003,9,2003-09,Cobar,145.8383,-31.498,104.3984375,,,,,,,
2003,10,2003-10,Cobar,145.8383,-31.498,125.6015625,,,,,,,
2003,11,2003-11,Cobar,145.8383,-31.498,63.90625,,,,,,,
2003,12,2003-12,Cobar,145.8383,-31.498,116.3046875,,,,,,,
2004,1,2004-01,Cobar,145.8383,-31.498,101.203125,,,,,,,
2004,2,2004-02,Cobar,145.8383,-31.498,104.3046875,,,,,,,
2004,3,2004-03,Cobar,145.8383,-31.498,49.40625,,,,,,,
2004,4,2004-04,Cobar,145.8383,-31.498,19.609375,,,,,,,
2004,5,2004-05,Cobar,145.8383,-31.498,49.3046875,,,,,,,
2004,6,2004-06,Cobar,145.8383,-31.498,91,,,,,,,
2004,7,2004-07,Cobar,145.8383,-31.498,108.5,,,,,,,
2004,8,2004-08,Cobar,145.8383,-31.498,83.1015625,,,,,,,
2004,9,2004-09,Cobar,145.8383,-31.498,52.1015625,,,,,,,
2004,10,2004-10,Cobar,145.8383,-31.498,64,,,,,,,
2004,11,2004-11,Cobar,145.8383,-31.498,60.296875,,,,,,,
2004,12,2004-12,Cobar,145.8383,-31.498,91.8984375,,,,,,,
2005,1,2005-01,Cobar,145.8383,-31.498,58.5,,,,,,,
2005,2,2005-02,Cobar,145.8383,-31.498,46.3046875,,,,,,,
2005,3,2005-03,Cobar,145.8383,-31.498,7.203125,,,,,,,
2005,4,2005-04,Cobar,145.8383,-31.498,6.203125,,,,,,,
2005,5,2005-05,Cobar,145.8383,-31.498,4.8046875,,,,,,,
2005,6,2005-06,Cobar,145.8383,-31.498,124.5078125,,,,,,,
2005,7,2005-07,Cobar,145.8383,-31.498,138.1015625,,,,,,,
2005,8,2005-08,Cobar,145.8383,-31.498,163.6953125,,,,,,,
2005,9,2005-09,Cobar,145.8383,-31.498,98.796875,,,,,,,
2005,10,2005-10,Cobar,145.8383,-31.498,95.203125,,,,,,,
2005,11,2005-11,Cobar,145.8383,-31.498,76.3046875,,,,,,,
2005,12,2005-12,Cobar,145.8383,-31.498,20,,,,,,,
2006,1,2006-01,Cobar,145.8383,-31.498,61.3984375,,,,,,,
2006,2,2006-02,Cobar,145.8383,-31.498,56.1015625,,,,,,,
2006,3,2006-03,Cobar,145.8383,-31.498,114.5,,,,,,,
2006,4,2006-04,Cobar,145.8383,-31.498,65.8984375,,,,,,,
2006,5,2006-05,Cobar,145.8383,-31.498,68,,,,,,,
2006,6,2006-06,Cobar,145.8383,-31.498,96,,,,,,,
2006,7,2006-07,Cobar,145.8383,-31.498,130.1015625,,,,,,,
2006,8,2006-08,Cobar,145.8383,-31.498,127.1953125,,,,,,,
2006,9,2006-09,Cobar,145.8383,-31.498,60.6953125,,,,,,,
2006,10,2006-10,Cobar,145.8383,-31.498,23.4921875,,,,,,,
2006,11,2006-11,Cobar,145.8383,-31.498,32.296875,,,,,,,
2006,12,2006-12,Cobar,145.8383,-31.498,20.703125,,,,,,,
2007,1,2007-01,Cobar,145.8383,-31.498,43.703125,,,,,,,
2007,2,2007-02,Cobar,145.8383,-31.498,44.3046875,,,,,,,
2007,3,2007-03,Cobar,145.8383,-31.498,55.8046875,,,,,,,
2007,4,2007-04,Cobar,145.8383,-31.498,43.203125,,,,,,,
2007,5,2007-05,Cobar,145.8383,-31.498,78,,,,,,,
2007,6,2007-06,Cobar,145.8383,-31.498,72.796875,,,,,,,
2007,7,2007-07,Cobar,145.8383,-31.498,64.296875,,,,,,,
2007,8,2007-08,Cobar,145.8383,-31.498,33.3984375,,,,,,,
2007,9,2007-09,Cobar,145.8383,-31.498,16.3984375,,,,,,,
2007,10,2007-10,Cobar,145.8383,-31.498,25.3984375,,,,,,,
2007,11,2007-11,Cobar,145.8383,-31.498,155.5,,,,,,,
2007,12,2007-12,Cobar,145.8383,-31.498,257.296875,,,,,,,
2008,1,2008-01,Cobar,145.8383,-31.498,399.1015625,,,,,,,
2008,2,2008-02,Cobar,145.8383,-31.498,319.3984375,,,,,,,
2008,3,2008-03,Cobar,145.8383,-31.498,273,,,,,,,
2008,4,2008-04,Cobar,145.8383,-31.498,125.296875,,,,,,,
2008,5,2008-05,Cobar,145.8383,-31.498,62.296875,,,,,,,
2008,6,2008-06,Cobar,145.8383,-31.498,54.1015625,,,,,,,
2008,7,2008-07,Cobar,145.8383,-31.498,51.5,,,,,,,
2008,8,2008-08,Cobar,145.8383,-31.498,62.203125,,,,,,,
2008,9,2008-09,Cobar,145.8383,-31.498,29.296875,,,,,,,
2008,10,2008-10,Cobar,145.8383,-31.498,31.8984375,,,,,,,
2008,11,2008-11,Cobar,145.8383,-31.498,65.8984375,,,,,,,
2008,12,2008-12,Cobar,145.8383,-31.498,66.203125,,,,,,,
2009,1,2009-01,Cobar,145.8383,-31.498,90.3046875,,,,,,,
2009,2,2009-02,Cobar,145.8383,-31.498,138.8984375,,,,,,,
2009,3,2009-03,Cobar,145.8383,-31.498,137.796875,,,,,,,
2009,4,2009-04,Cobar,145.8383,-31.498,133.8984375,,,,,,,
2009,5,2009-05,Cobar,145.8383,-31.498,70.703125,,,,,,,
2009,6,2009-06,Cobar,145.8383,-31.498,159.703125,,,,,,,
2009,7,2009-07,Cobar,145.8383,-31.498,153.203125,,,,,,,
2009,8,2009-08,Cobar,145.8383,-31.498,122.6015625,,,,,,,
2009,9,2009-09,Cobar,145.8383,-31.498,34.5,,,,,,,
2009,10,2009-10,Cobar,145.8383,-31.498,46,,,,,,,
2009,11,2009-11,Cobar,145.8383,-31.498,56,,,,,,,
2009,12,2009-12,Cobar,145.8383,-31.498,81.3984375,,,,,,,
2010,1,2010-01,Cobar,145.8383,-31.498,66.5,,,,,,,
2010,2,2010-02,Cobar,145.8383,-31.498,211.3984375,,,,,,,
2010,3,2010-03,Cobar,145.8383,-31.498,201.203125,,,,,,,
2010,4,2010-04,Cobar,145.8383,-31.498,219.8984375,,,,,,,
2010,5,2010-05,Cobar,145.8383,-31.498,92.703125,,,,,,,
2010,6,2010-06,Cobar,145.8383,-31.498,82.1015625,,,,,,,
2010,7,2010-07,Cobar,145.8383,-31.498,126,,,,,,,
2010,8,2010-08,Cobar,145.8383,-31.498,124,,,,,,,
2010,9,2010-09,Cobar,145.8383,-31.498,150.703125,,,,,,,
2010,10,2010-10,Cobar,145.8383,-31.498,160.0078125,,,,,,,
2010,11,2010-11,Cobar,145.8383,-31.498,248.5078125,,,,,,,
2010,12,2010-12,Cobar,145.8383,-31.498,266.6015625,,,,,,,
2011,1,2011-01,Cobar,145.8383,-31.498,201.296875,,,,,,,
2011,2,2011-02,Cobar,145.8383,-31.498,151.890625,,,,,,,
2011,3,2011-03,Cobar,145.8383,-31.498,110.796875,,,,,,,
2011,4,2011-04,Cobar,145.8383,-31.498,101.8984375,,,,,,,
2011,5,2011-05,Cobar,145.8383,-31.498,74.703125,,,,,,,
2011,6,2011-06,Cobar,145.8383,-31.498,54.5,,,,,,,
2011,7,2011-07,Cobar,145.8383,-31.498,53,,,,,,,
2011,8,2011-08,Cobar,145.8383,-31.498,32.8984375,,,,,,,
2011,9,2011-09,Cobar,145.8383,-31.498,54.6953125,,,,,,,
2011,10,2011-10,Cobar,145.8383,-31.498,67.8984375,,,,,,,
2011,11,2011-11,Cobar,145.8383,-31.498,106.796875,,,,,,,
2011,12,2011-12,Cobar,145.8383,-31.498,126.296875,,,,,,,
2012,1,2012-01,Cobar,145.8383,-31.498,207.8984375,,,,,,,
2012,2,2012-02,Cobar,145.8383,-31.498,203,,,,,,,
2012,3,2012-03,Cobar,145.8383,-31.498,246.6015625,,,,,,,
2012,4,2012-04,Cobar,145.8383,-31.498,140.296875,,,,,,,
2012,5,2012-05,Cobar,145.8383,-31.498,100.296875,,,,,,,
2012,6,2012-06,Cobar,145.8383,-31.498,46.6015625,,,,,,,
2012,7,2012-07,Cobar,145.8383,-31.498,73.3046875,,,,,,,
2012,8,2012-08,Cobar,145.8383,-31.498,61.40625,,,,,,,
2012,9,2012-09,Cobar,145.8383,-31.498,43.3046875,,,,,,,
2012,10,2012-10,Cobar,145.8383,-31.498,18.6015625,,,,,,,
2012,11,2012-11,Cobar,145.8383,-31.498,46.203125,,,,,,,
2012,12,2012-12,Cobar,145.8383,-31.498,37.3984375,,,,,,,
2013,1,2013-01,Cobar,145.8383,-31.498,37.3984375,,,,,,,
2013,2,2013-02,Cobar,145.8383,-31.498,26.9921875,,,,,,,
2013,3,2013-03,Cobar,145.8383,-31.498,76.9921875,,,,,,,
2013,4,2013-04,Cobar,145.8383,-31.498,74.59375,,,,,,,
2013,5,2013-05,Cobar,145.8383,-31.498,80.6953125,,,,,,,
2013,6,2013-06,Cobar,145.8383,-31.498,113.1015625,,,,,,,
2013,7,2013-07,Cobar,145.8383,-31.498,150.5,,,,,,,
2013,8,2013-08,Cobar,145.8383,-31.498,127.6015625,,,,,,,
2013,9,2013-09,Cobar,145.8383,-31.498,60.6015625,,,,,,,
2013,10,2013-10,Cobar,145.8383,-31.498,30.5,,,,,,,
2013,11,2013-11,Cobar,145.8383,-31.498,31.1015625,,,,,,,
2013,12,2013-12,Cobar,145.8383,-31.498,39.8984375,,,,,,,
2014,1,2014-01,Cobar,145.8383,-31.498,37,,,,,,,
2014,2,2014-02,Cobar,145.8383,-31.498,119.5,,,,,,,
2014,3,2014-03,Cobar,145.8383,-31.498,145.5,,,,,,,
2014,4,2014-04,Cobar,145.8383,-31.498,170.8984375,,,,,,,
2014,5,2014-05,Cobar,145.8383,-31.498,102.59375,,,,,,,
2014,6,2014-06,Cobar,145.8383,-31.498,81.1953125,,,,,,,
2014,7,2014-07,Cobar,145.8383,-31.498,52.1953125,,,,,,,
2014,8,2014-08,Cobar,145.8383,-31.498,73,,,,,,,
2014,9,2014-09,Cobar,145.8383,-31.498,52.1953125,,,,,,,
2014,10,2014-10,Cobar,145.8383,-31.498,51.796875,,,,,,,
2014,11,2014-11,Cobar,145.8383,-31.498,19.4921875,,,,,,,
2014,12,2014-12,Cobar,145.8383,-31.498,29.296875,,,,,,,
2015,1,2015-01,Cobar,145.8383,-31.498,88.1015625,,,,,,,
2015,2,2015-02,Cobar,145.8383,-31.498,103.3046875,,,,,,,
2015,3,2015-03,Cobar,145.8383,-31.498,78.8046875,,,,,,,
2015,4,2015-04,Cobar,145.8383,-31.498,41.6015625,,,,,,,
2015,5,2015-05,Cobar,145.8383,-31.498,84.8046875,,,,,,,
2015,6,2015-06,Cobar,145.8383,-31.498,138.90625,,,,,,,
2015,7,2015-07,Cobar,145.8383,-31.498,148.609375,,,,,,,
2015,8,2015-08,Cobar,145.8383,-31.498,110.0078125,,,,,,,
2015,9,2015-09,Cobar,145.8383,-31.498,60.1015625,,,,,,,
2015,10,2015-10,Cobar,145.8383,-31.498,44.296875,,,,,,,
2015,11,2015-11,Cobar,145.8383,-31.498,73.09375,,,,,,,
2015,12,2015-12,Cobar,145.8383,-31.498,89.296875,,,,,,,
2016,1,2016-01,Cobar,145.8383,-31.498,108.5,,,,,,,
2016,2,2016-02,Cobar,145.8383,-31.498,59.203125,,,,,,,
2016,3,2016-03,Cobar,145.8383,-31.498,68.1015625,,,,,,,
2016,4,2016-04,Cobar,145.8383,-31.498,59,,,,,,,
2016,5,2016-05,Cobar,145.8383,-31.498,110,,,,,,,
2016,6,2016-06,Cobar,145.8383,-31.498,204.203125,,,,,,,
2016,7,2016-07,Cobar,145.8383,-31.498,210,,,,,,,
2016,8,2016-08,Cobar,145.8383,-31.498,215.1953125,,,,,,,
2016,9,2016-09,Cobar,145.8383,-31.498,188.796875,,,,,,,
2016,10,2016-10,Cobar,145.8383,-31.498,179,,,,,,,
2016,11,2016-11,Cobar,145.8383,-31.498,137.203125,,,,,,,
2016,12,2016-12,Cobar,145.8383,-31.498,79.203125,,,,,,,
2017,1,2017-01,Cobar,145.8383,-31.498,90.203125,,,,,,,
2017,2,2017-02,Cobar,145.8383,-31.498,74.40625,,,,,,,
2017,3,2017-03,Cobar,145.8383,-31.498,70.203125,,,,,,,
2017,4,2017-04,Cobar,145.8383,-31.498,50.90625,,,,,,,
2017,5,2017-05,Cobar,145.8383,-31.498,80,,,,,,,
2017,6,2017-06,Cobar,145.8383,-31.498,50.8984375,,,,,,,
2017,7,2017-07,Cobar,145.8383,-31.498,44.296875,,,,,,,
2017,8,2017-08,Cobar,145.8383,-31.498,23.1015625,,,,,,,
2017,9,2017-09,Cobar,145.8383,-31.498,19.3046875,,,,,,,
2017,10,2017-10,Cobar,145.8383,-31.498,62,,,,,,,
2017,11,2017-11,Cobar,145.8383,-31.498,80.1953125,,,,,,,
2017,12,2017-12,Cobar,145.8383,-31.498,113.890625,,,,,,,
2018,1,2018-01,Cobar,145.8383,-31.498,72.796875,,,,,,,
2018,2,2018-02,Cobar,145.8383,-31.498,45.3984375,,,,,,,
2018,3,2018-03,Cobar,145.8383,-31.498,10,,,,,,,
2018,4,2018-04,Cobar,145.8383,-31.498,3.6953125,,,,,,,
2018,5,2018-05,Cobar,145.8383,-31.498,4.1953125,,,,,,,
2018,6,2018-06,Cobar,145.8383,-31.498,18.1953125,,,,,,,
2018,7,2018-07,Cobar,145.8383,-31.498,16,,,,,,,
2018,8,2018-08,Cobar,145.8383,-31.498,23.703125,,,,,,,
2018,9,2018-09,Cobar,145.8383,-31.498,11.203125,,,,,,,
2018,10,2018-10,Cobar,145.8383,-31.498,47.8984375,,,,,,,
2018,11,2018-11,Cobar,145.8383,-31.498,96.59375,,,,,,,
2018,12,2018-12,Cobar,145.8383,-31.498,102.09375,,,,,,,
2019,1,2019-01,Cobar,145.8383,-31.498,80.796875,,,,,,,
2019,2,2019-02,Cobar,145.8383,-31.498,62.1015625,,,,,,,
2019,3,2019-03,Cobar,145.8383,-31.498,76.40625,,,,,,,
2019,4,2019-04,Cobar,145.8383,-31.498,111.1015625,,,,,,,
2019,5,2019-05,Cobar,145.8383,-31.498,88.796875,,,,,,,
2019,6,2019-06,Cobar,145.8383,-31.498,76.59375,,,,,,,
2019,7,2019-07,Cobar,145.8383,-31.498,37.296875,,,,,,,
2019,8,2019-08,Cobar,145.8383,-31.498,23.1015625,,,,,,,
2019,9,2019-09,Cobar,145.8383,-31.498,14.8984375,,,,,,,
2019,10,2019-10,Cobar,145.8383,-31.498,5,,,,,,,
2019,11,2019-11,Cobar,145.8383,-31.498,48.3984375,,,,,,,
2019,12,2019-12,Cobar,145.8383,-31.498,47.6015625,,,,,,,
2020,1,2020-01,Cobar,145.8383,-31.498,51.6015625,,,,,,,
2020,2,2020-02,Cobar,145.8383,-31.498,99.8046875,,,,,,,
2020,3,2020-03,Cobar,145.8383,-31.498,153.703125,,,,,,,
2020,4,2020-04,Cobar,145.8383,-31.498,251.203125,,,,,,,
2020,5,2020-05,Cobar,145.8383,-31.498,163,,,,,,,
2020,6,2020-06,Cobar,145.8383,-31.498,129,,,,,,,
2020,7,2020-07,Cobar,145.8383,-31.498,45.5,,,,,,,
2020,8,2020-08,Cobar,145.8383,-31.498,87.1015625,,,,,,,
2020,9,2020-09,Cobar,145.8383,-31.498,95.8046875,,,,,,,
2020,10,2020-10,Cobar,145.8383,-31.498,87.203125,,,,,,,
2020,11,2020-11,Cobar,145.8383,-31.498,43.8984375,,,,,,,
2020,12,2020-12,Cobar,145.8383,-31.498,46.3984375,,,,,,,
2021,1,2021-01,Cobar,145.8383,-31.498,103.6953125,,,,,,,
2021,2,2021-02,Cobar,145.8383,-31.498,183.6953125,,,,,,,
2021,3,2021-03,Cobar,145.8383,-31.498,221.890625,,,,,,,
2021,4,2021-04,Cobar,145.8383,-31.498,154.296875,,,,,,,
2021,5,2021-05,Cobar,145.8383,-31.498,85.6015625,,,,,,,
2021,6,2021-06,Cobar,145.8383,-31.498,66.6015625,,,,,,,
2021,7,2021-07,Cobar,145.8383,-31.498,99.296875,,,,,,,
2021,8,2021-08,Cobar,145.8383,-31.498,91.9921875,,,,,,,
2021,9,2021-09,Cobar,145.8383,-31.498,66.3984375,,,,,,,
2021,10,2021-10,Cobar,145.8383,-31.498,47.5,,,,,,,
2021,11,2021-11,Cobar,145.8383,-31.498,146.8046875,,,,,,,
2021,12,2021-12,Cobar,145.8383,-31.498,150.203125,,,,,,,
2000,1,2000-01,Walgett,148.1167,-30.0167,89.390625,,,,,,,
2000,2,2000-02,Walgett,148.1167,-30.0167,100.390625,,,,,,,
2000,3,2000-03,Walgett,148.1167,-30.0167,176.890625,,,,,,,
2000,4,2000-04,Walgett,148.1167,-30.0167,187.796875,,,,,,,
2000,5,2000-05,Walgett,148.1167,-30.0167,195.296875,,,,,,,
2000,6,2000-06,Walgett,148.1167,-30.0167,108.203125,,,,,,,
2000,7,2000-07,Walgett,148.1167,-30.0167,89.3984375,,,,,,,
2000,8,2000-08,Walgett,148.1167,-30.0167,49.5,,,,,,,
2000,9,2000-09,Walgett,148.1167,-30.0167,31.296875,,,,,,,
2000,10,2000-10,Walgett,148.1167,-30.0167,81.6953125,,,,,,,
2000,11,2000-11,Walgett,148.1167,-30.0167,264.59375,,,,,,,
2000,12,2000-12,Walgett,148.1167,-30.0167,268.390625,,,,,,,
2001,1,2001-01,Walgett,148.1167,-30.0167,243.796875,,,,,,,
2001,2,2001-02,Walgett,148.1167,-30.0167,67.796875,,,,,,,
2001,3,2001-03,Walgett,148.1167,-30.0167,101.796875,,,,,,,
2001,4,2001-04,Walgett,148.1167,-30.0167,77.890625,,,,,,,
2001,5,2001-05,Walgett,148.1167,-30.0167,71.796875,,,,,,,
2001,6,2001-06,Walgett,148.1167,-30.0167,59,,,,,,,
2001,7,2001-07,Walgett,148.1167,-30.0167,105.703125,,,,,,,
2001,8,2001-08,Walgett,148.1167,-30.0167,100.3984375,,,,,,,
2001,9,2001-09,Walgett,148.1167,-30.0167,78.6015625,,,,,,,
2001,10,2001-10,Walgett,148.1167,-30.0167,26.203125,,,,,,,
2001,11,2001-11,Walgett,148.1167,-30.0167,87.90625,,,,,,,
2001,12,2001-12,Walgett,148.1167,-30.0167,90.3046875,,,,,,,
2002,1,2002-01,Walgett,148.1167,-30.0167,78,,,,,,,
2002,2,2002-02,Walgett,148.1167,-30.0167,75.6953125,,,,,,,
2002,3,2002-03,Walgett,148.1167,-30.0167,80.4921875,,,,,,,
2002,4,2002-04,Walgett,148.1167,-30.0167,84.09375,,,,,,,
2002,5,2002-05,Walgett,148.1167,-30.0167,23,,,,,,,
2002,6,2002-06,Walgett,148.1167,-30.0167,26.6015625,,,,,,,
2002,7,2002-07,Walgett,148.1167,-30.0167,17.40625,,,,,,,
2002,8,2002-08,Walgett,148.1167,-30.0167,43.3046875,,,,,,,
2002,9,2002-09,Walgett,148.1167,-30.0167,39.703125,,,,,,,
2002,10,2002-10,Walgett,148.1167,-30.0167,44,,,,,,,
2002,11,2002-11,Walgett,148.1167,-30.0167,23.796875,,,,,,,
2002,12,2002-12,Walgett,148.1167,-30.0167,36.796875,,,,,,,
2003,1,2003-01,Walgett,148.1167,-30.0167,50.8984375,,,,,,,
2003,2,2003-02,Walgett,148.1167,-30.0167,122.203125,,,,,,,
2003,3,2003-03,Walgett,148.1167,-30.0167,108.1015625,,,,,,,
2003,4,2003-04,Walgett,148.1167,-30.0167,172.8984375,,,,,,,
2003,5,2003-05,Walgett,148.1167,-30.0167,95.8984375,,,,,,,
2003,6,2003-06,Walgett,148.1167,-30.0167,108.3046875,,,,,,,
2003,7,2003-07,Walgett,148.1167,-30.0167,50.703125,,,,,,,
2003,8,2003-08,Walgett,148.1167,-30.0167,97.203125,,,,,,,
2003,9,2003-09,Walgett,148.1167,-30.0167,74.6015625,,,,,,,
2003,10,2003-10,Walgett,148.1167,-30.0167,74.8046875,,,,,,,
2003,11,2003-11,Walgett,148.1167,-30.0167,48.703125,,,,,,,
2003,12,2003-12,Walgett,148.1167,-30.0167,86.5,,,,,,,
2004,1,2004-01,Walgett,148.1167,-30.0167,162.796875,,,,,,,
2004,2,2004-02,Walgett,148.1167,-30.0167,201.296875,,,,,,,
2004,3,2004-03,Walgett,148.1167,-30.0167,204.8984375,,,,,,,
2004,4,2004-04,Walgett,148.1167,-30.0167,130.8984375,,,,,,,
2004,5,2004-05,Walgett,148.1167,-30.0167,81,,,,,,,
2004,6,2004-06,Walgett,148.1167,-30.0167,44.796875,,,,,,,
2004,7,2004-07,Walgett,148.1167,-30.0167,30.296875,,,,,,,
2004,8,2004-08,Walgett,148.1167,-30.0167,34.09375,,,,,,,
2004,9,2004-09,Walgett,148.1167,-30.0167,36.3984375,,,,,,,
2004,10,2004-10,Walgett,148.1167,-30.0167,27.8984375,,,,,,,
2004,11,2004-11,Walgett,148.1167,-30.0167,60.6015625,,,,,,,
2004,12,2004-12,Walgett,148.1167,-30.0167,163.703125,,,,,,,
2005,1,2005-01,Walgett,148.1167,-30.0167,172.8046875,,,,,,,
2005,2,2005-02,Walgett,148.1167,-30.0167,161.1015625,,,,,,,
2005,3,2005-03,Walgett,148.1167,-30.0167,52.3984375,,,,,,,
2005,4,2005-04,Walgett,148.1167,-30.0167,38.3984375,,,,,,,
2005,5,2005-05,Walgett,148.1167,-30.0167,18.6953125,,,,,,,
2005,6,2005-06,Walgett,148.1167,-30.0167,124.09375,,,,,,,
2005,7,2005-07,Walgett,148.1167,-30.0167,135.4921875,,,,,,,
2005,8,2005-08,Walgett,148.1167,-30.0167,131.9921875,,,,,,,
2005,9,2005-09,Walgett,148.1167,-30.0167,48.890625,,,,,,,
2005,10,2005-10,Walgett,148.1167,-30.0167,67.390625,,,,,,,
2005,11,2005-11,Walgett,148.1167,-30.0167,101.9921875,,,,,,,
2005,12,2005-12,Walgett,148.1167,-30.0167,109.296875,,,,,,,
2006,1,2006-01,Walgett,148.1167,-30.0167,100.703125,,,,,,,
2006,2,2006-02,Walgett,148.1167,-30.0167,90.40625,,,,,,,
2006,3,2006-03,Walgett,148.1167,-30.0167,90.5078125,,,,,,,
2006,4,2006-04,Walgett,148.1167,-30.0167,101.1015625,,,,,,,
2006,5,2006-05,Walgett,148.1167,-30.0167,64,,,,,,,
2006,6,2006-06,Walgett,148.1167,-30.0167,63.8984375,,,,,,,
2006,7,2006-07,Walgett,148.1167,-30.0167,82.8046875,,,,,,,
2006,8,2006-08,Walgett,148.1167,-30.0167,87.3046875,,,,,,,
2006,9,2006-09,Walgett,148.1167,-30.0167,65.203125,,,,,,,
2006,10,2006-10,Walgett,148.1167,-30.0167,15.1015625,,,,,,,
2006,11,2006-11,Walgett,148.1167,-30.0167,29.3984375,,,,,,,
2006,12,2006-12,Walgett,148.1167,-30.0167,44.1015625,,,,,,,
2007,1,2007-01,Walgett,148.1167,-30.0167,61.703125,,,,,,,
2007,2,2007-02,Walgett,148.1167,-30.0167,176.203125,,,,,,,
2007,3,2007-03,Walgett,148.1167,-30.0167,177.5,,,,,,,
2007,4,2007-04,Walgett,148.1167,-30.0167,188.8984375,,,,,,,
2007,5,2007-05,Walgett,148.1167,-30.0167,106.8046875,,,,,,,
2007,6,2007-06,Walgett,148.1167,-30.0167,113.1015625,,,,,,,
2007,7,2007-07,Walgett,148.1167,-30.0167,85.5,,,,,,,
2007,8,2007-08,Walgett,148.1167,-30.0167,47.3984375,,,,,,,
2007,9,2007-09,Walgett,148.1167,-30.0167,16.203125,,,,,,,
2007,10,2007-10,Walgett,148.1167,-30.0167,33,,,,,,,
2007,11,2007-11,Walgett,148.1167,-30.0167,62.1015625,,,,,,,
2007,12,2007-12,Walgett,148.1167,-30.0167,238.203125,,,,,,,
2008,1,2008-01,Walgett,148.1167,-30.0167,267.3046875,,,,,,,
2008,2,2008-02,Walgett,148.1167,-30.0167,332.203125,,,,,,,
2008,3,2008-03,Walgett,148.1167,-30.0167,176.796875,,,,,,,
2008,4,2008-04,Walgett,148.1167,-30.0167,130.6953125,,,,,,,
2008,5,2008-05,Walgett,148.1167,-30.0167,30.4921875,,,,,,,
2008,6,2008-06,Walgett,148.1167,-30.0167,56.4921875,,,,,,,
2008,7,2008-07,Walgett,148.1167,-30.0167,84.59375,,,,,,,
2008,8,2008-08,Walgett,148.1167,-30.0167,89.9921875,,,,,,,
2008,9,2008-09,Walgett,148.1167,-30.0167,83.4921875,,,,,,,
2008,10,2008-10,Walgett,148.1167,-30.0167,112.4921875,,,,,,,
2008,11,2008-11,Walgett,148.1167,-30.0167,211.1953125,,,,,,,
2008,12,2008-12,Walgett,148.1167,-30.0167,232.6015625,,,,,,,
2009,1,2009-01,Walgett,148.1167,-30.0167,199.3046875,,,,,,,
